Table S3: IEI Candidate Genes with Average in all Immune Cells > 1 TPM Filter,Gene,mean,pLI,InItan,Pathway1,Pathway2,BothPathways,,
1350,OSM,5.35,0.58916,KNOWN,TRUE,FALSE,FALSE,,
1351,OTUB1,147.8555556,0.97107,KNOWN,FALSE,TRUE,FALSE,,
1352,OXSR1,2.094444444,0.77444,NEW,FALSE,TRUE,FALSE,,
1353,P2RY6,7.027777778,1.53E-06,NEW,TRUE,TRUE,TRUE,,
1354,PA2G4,94.82777778,0.99876,KNOWN,TRUE,TRUE,TRUE,,
1355,PACRG,0.633333333,2.43E-07,NEW,TRUE,FALSE,FALSE,,
1356,PACSIN2,16.63333333,0.21345,KNOWN,TRUE,FALSE,FALSE,,
1357,PAG1,4.161111111,0.017764,KNOWN,TRUE,TRUE,TRUE,,
1358,PAK1,74.82777778,0.0013306,KNOWN,TRUE,TRUE,TRUE,,
1359,PAK2,16.62777778,0.97169,KNOWN,FALSE,TRUE,FALSE,,
1360,PAK3,0.077777778,0.98716,KNOWN,FALSE,TRUE,FALSE,,
1361,PAK4,0.633333333,4.36E-05,KNOWN,FALSE,TRUE,FALSE,,
1362,PAK6,0.55,4.31E-05,KNOWN,FALSE,TRUE,FALSE,,
1363,PALLD,1.7,5.25E-06,NEW,TRUE,FALSE,FALSE,,
1364,PANK2,5.016666667,7.40E-07,NEW,TRUE,FALSE,FALSE,,
1365,PARD3,0.3,0.95577,KNOWN,TRUE,TRUE,TRUE,,
1366,PARD6A,3.227777778,0.0064719,KNOWN,FALSE,TRUE,FALSE,,
1367,PARK7,407.7666667,0.75335,KNOWN,FALSE,TRUE,FALSE,,
1368,PARP1,59.06666667,0.00033366,KNOWN,FALSE,TRUE,FALSE,,
1369,PARP10,2.833333333,1.82E-08,NEW,TRUE,FALSE,FALSE,,
1370,PARP14,9.111111111,0.0067415,NEW,TRUE,FALSE,FALSE,,
1371,PARP9,23.85,5.00E-09,NEW,TRUE,FALSE,FALSE,,
1372,PAX5,3.288888889,0.99798,KNOWN,TRUE,FALSE,FALSE,,
1373,PAX6,0.005555556,0.99975,NEW,FALSE,TRUE,FALSE,,
1374,PAX8,0.416666667,0.99869,KNOWN,TRUE,FALSE,FALSE,,
1375,PBK,0.05,1.22E-06,NEW,FALSE,TRUE,FALSE,,
1376,PBX1,0.044444444,0.99527,KNOWN,TRUE,FALSE,FALSE,,
1377,PCBP2,32.86111111,0.99617,NEW,FALSE,TRUE,FALSE,,
1378,PCBP3,0.511111111,0.84326,NEW,TRUE,FALSE,FALSE,,
1379,PCBP4,4.083333333,0.0023713,KNOWN,TRUE,FALSE,FALSE,,
1380,PCK2,6,1.75E-23,NEW,TRUE,FALSE,FALSE,,
1381,PCNA,27.23888889,0.97606,KNOWN,TRUE,TRUE,TRUE,,
1382,PDE4B,16.96666667,0.4746,NEW,TRUE,FALSE,FALSE,,
1383,PDE4D,4.472222222,0.9998,NEW,TRUE,TRUE,TRUE,,
1384,PDE7A,3.683333333,0.0045645,NEW,TRUE,FALSE,FALSE,,
1385,PDGFA,2.316666667,0.80842,NEW,FALSE,TRUE,FALSE,,
1386,PDGFB,1.983333333,0.77006,KNOWN,TRUE,TRUE,TRUE,,
1387,PDGFC,0.033333333,0.99374,NEW,TRUE,FALSE,FALSE,,
1388,PDGFRA,0.061111111,1,KNOWN,FALSE,TRUE,FALSE,,
1389,PDGFRB,0.161111111,0.9041,KNOWN,TRUE,TRUE,TRUE,,
1390,PDIA3,9.683333333,0.99608,KNOWN,FALSE,TRUE,FALSE,,
1391,PDK1,7.05,1.10E-05,NEW,FALSE,TRUE,FALSE,,
1392,PDK2,13.5,3.71E-06,NEW,FALSE,TRUE,FALSE,,
1393,PDLIM5,22.06666667,0.0016769,NEW,TRUE,FALSE,FALSE,,
1394,PDPK1,4.866666667,0.98013,KNOWN,TRUE,TRUE,TRUE,,
1395,PDZRN3,0.1,0.98471,NEW,TRUE,FALSE,FALSE,,
1396,PEA15,15.16111111,0.79212,KNOWN,FALSE,TRUE,FALSE,,
1397,PEBP1,111.8222222,0.09167,KNOWN,TRUE,TRUE,TRUE,,
1398,PECAM1,116.4388889,NA,NEW,TRUE,FALSE,FALSE,,
1399,PEG3,0.011111111,2.63E-05,NEW,TRUE,FALSE,FALSE,,
1400,PELI1,8.888888889,0.39038,NEW,TRUE,TRUE,TRUE,,
1401,PELI3,0.838888889,0.0094922,NEW,FALSE,TRUE,FALSE,,
1402,PER1,0.505555556,0.00029308,NEW,FALSE,TRUE,FALSE,,
1403,PER2,1.272222222,0.7148,NEW,TRUE,FALSE,FALSE,,
1404,PERP,3.466666667,0.079462,NEW,TRUE,FALSE,FALSE,,
1405,PFKFB3,4.433333333,0.24579,NEW,TRUE,FALSE,FALSE,,
1406,PFN1,5444.261111,0.73258,KNOWN,FALSE,TRUE,FALSE,,
1407,PGF,0.055555556,0.1288,KNOWN,TRUE,FALSE,FALSE,,
1408,PGK1,179.8555556,0.76537,NEW,FALSE,TRUE,FALSE,,
1409,PGPEP1,4.405555556,0.0084969,NEW,TRUE,FALSE,FALSE,,
1410,PGS1,12.43333333,1.26E-11,NEW,TRUE,FALSE,FALSE,,
1411,PHACTR1,7.838888889,0.63537,NEW,TRUE,TRUE,TRUE,,
1412,PHACTR2,3.366666667,1.04E-06,NEW,TRUE,FALSE,FALSE,,
1413,PHACTR4,1.888888889,2.84E-06,NEW,TRUE,FALSE,FALSE,,
1414,PHB,133.1055556,0.7588,KNOWN,FALSE,TRUE,FALSE,,
1415,PHF2,0.672222222,1,NEW,FALSE,TRUE,FALSE,,
1416,PHLDA3,0.122222222,0.25036,NEW,TRUE,FALSE,FALSE,,
1417,PHLDB2,0.727777778,1.67E-08,NEW,TRUE,FALSE,FALSE,,
1418,PHLPP1,0.3,0.99927,NEW,TRUE,TRUE,TRUE,,
1419,PHLPP2,0.216666667,1.21E-06,NEW,TRUE,FALSE,FALSE,,
1420,PIAS1,22.23888889,0.99999,KNOWN,FALSE,TRUE,FALSE,,
1421,PIAS3,7.694444444,0.98499,KNOWN,TRUE,FALSE,FALSE,,
1422,PIAS4,11.44444444,0.99986,KNOWN,FALSE,TRUE,FALSE,,
1423,PIDD1,0.316666667,NA,NEW,TRUE,TRUE,TRUE,,
1424,PIEZO1,4.25,3.94E-21,NEW,TRUE,FALSE,FALSE,,
1425,PIGR,0.155555556,0.81331,NEW,TRUE,FALSE,FALSE,,
1426,PIK3AP1,16.8,1,NEW,TRUE,TRUE,TRUE,,
1427,PIK3C2B,0.477777778,0.99651,NEW,FALSE,TRUE,FALSE,,
1428,PIK3C3,10.43333333,8.42E-11,KNOWN,FALSE,TRUE,FALSE,,
1429,PIK3CA,1.605555556,1,KNOWN,FALSE,TRUE,FALSE,,
1430,PIK3CB,3.811111111,0.99964,KNOWN,FALSE,TRUE,FALSE,,
1431,PIK3CG,9.916666667,1.41E-06,KNOWN,FALSE,TRUE,FALSE,,
1432,PIK3R2,0.316666667,0.016273,NEW,FALSE,TRUE,FALSE,,
1433,PIK3R4,5.538888889,0.024537,KNOWN,FALSE,TRUE,FALSE,,
1434,PIK3R5,10.8,0.30013,NEW,TRUE,FALSE,FALSE,,
1435,PIM1,46.75555556,0.84846,KNOWN,TRUE,TRUE,TRUE,,
1436,PIM2,94,0.94801,NEW,TRUE,FALSE,FALSE,,
1437,PIM3,3.411111111,0.98192,NEW,TRUE,FALSE,FALSE,,
1438,PIN1,171.0555556,0.74031,KNOWN,FALSE,TRUE,FALSE,,
1439,PINK1,1.416666667,1.87E-10,KNOWN,FALSE,TRUE,FALSE,,
1440,PIP4K2A,75.90555556,0.14155,NEW,TRUE,TRUE,TRUE,,
1441,PIP5K1C,0.45,0.97704,NEW,FALSE,TRUE,FALSE,,
1442,PKD2,0.216666667,0.00017271,KNOWN,FALSE,TRUE,FALSE,,
1443,PKIA,2.588888889,0.1418,NEW,FALSE,TRUE,FALSE,,
1444,PKIG,31.13333333,0.51408,NEW,TRUE,FALSE,FALSE,,
1445,PKM,237.6777778,0.8549,NEW,TRUE,TRUE,TRUE,,
1446,PKMYT1,0.105555556,0.21858,NEW,FALSE,TRUE,FALSE,,
1447,PKN1,23.31666667,0.20442,KNOWN,FALSE,TRUE,FALSE,,
1448,PKN2,9.027777778,1,KNOWN,FALSE,TRUE,FALSE,,
1449,PLA2G4A,1.844444444,5.98E-05,KNOWN,FALSE,TRUE,FALSE,,
1450,PLAC8,365.7555556,0.11953,NEW,TRUE,FALSE,FALSE,,
1451,PLAGL1,5.383333333,0.9764,NEW,TRUE,FALSE,FALSE,,
1452,PLAT,0.077777778,5.66E-05,KNOWN,FALSE,TRUE,FALSE,,
1453,PLAU,0.233333333,2.31E-06,KNOWN,TRUE,TRUE,TRUE,,
1454,PLAUR,160.8611111,0.0053378,KNOWN,TRUE,TRUE,TRUE,,
1455,PLB1,1.311111111,1.73E-72,NEW,TRUE,FALSE,FALSE,,
1456,PLCB1,0.538888889,0.98337,NEW,TRUE,TRUE,TRUE,,
1457,PLCB2,1.605555556,3.07E-20,KNOWN,FALSE,TRUE,FALSE,,
1458,PLCB4,0.161111111,3.04E-06,NEW,TRUE,FALSE,FALSE,,
1459,PLCE1,0.216666667,5.68E-11,NEW,FALSE,TRUE,FALSE,,
1460,PLCG1,1.933333333,7.93E-05,KNOWN,FALSE,TRUE,FALSE,,
1461,PLD1,1.127777778,4.78E-21,KNOWN,TRUE,TRUE,TRUE,,
1462,PLD2,1.7,4.14E-27,NEW,TRUE,TRUE,TRUE,,
1463,PLEC,0.627777778,8.35E-12,NEW,TRUE,FALSE,FALSE,,
1464,PLEKHA2,3.272222222,0.83804,NEW,TRUE,FALSE,FALSE,,
1465,PLEKHA7,0.422222222,6.22E-09,NEW,TRUE,FALSE,FALSE,,
1466,PLEKHG3,5.605555556,4.68E-08,NEW,TRUE,FALSE,FALSE,,
1467,PLEKHO1,11.38888889,0.48341,NEW,TRUE,FALSE,FALSE,,
1468,PLK1,0.466666667,0.97851,KNOWN,TRUE,TRUE,TRUE,,
1469,PLK2,1.111111111,0.9999,NEW,TRUE,TRUE,TRUE,,
1470,PLK3,3.394444444,1.85E-06,KNOWN,TRUE,TRUE,TRUE,,
1471,PLN,0.011111111,0.44947,KNOWN,FALSE,TRUE,FALSE,,
1472,PLSCR1,42.99444444,0.011923,KNOWN,TRUE,FALSE,FALSE,,
1473,PLSCR2,0.077777778,1.19E-06,NEW,TRUE,FALSE,FALSE,,
1474,PLSCR3,31.06666667,NA,NEW,TRUE,FALSE,FALSE,,
1475,PLXNA1,0.005555556,0.99951,NEW,TRUE,FALSE,FALSE,,
1476,PLXNA2,0.005555556,1.08E-06,NEW,TRUE,FALSE,FALSE,,
1477,PLXNB2,3.666666667,0.99234,KNOWN,TRUE,FALSE,FALSE,,
1478,PLXNC1,3.15,0.99811,NEW,TRUE,FALSE,FALSE,,
1479,PMAIP1,24.47222222,0.11182,NEW,TRUE,TRUE,TRUE,,
1480,PML,11.74444444,0.21291,KNOWN,TRUE,TRUE,TRUE,,
1481,PMP22,5.383333333,0.90958,NEW,FALSE,TRUE,FALSE,,
1482,PNKP,7.766666667,3.66E-14,KNOWN,TRUE,FALSE,FALSE,,
1483,PNPLA8,19.56111111,0.011024,NEW,TRUE,FALSE,FALSE,,
1484,POLA2,4.394444444,8.73E-07,KNOWN,FALSE,TRUE,FALSE,,
1485,POLD4,138.2055556,0.1451,KNOWN,FALSE,TRUE,FALSE,,
1486,POLE,0.2,8.05E-27,NEW,FALSE,TRUE,FALSE,,
1487,POLR1A,0.416666667,0.9998,NEW,TRUE,FALSE,FALSE,,
1488,PON2,4.433333333,5.44E-05,NEW,TRUE,FALSE,FALSE,,
1489,POU2F1,2.105555556,0.90229,KNOWN,TRUE,FALSE,FALSE,,
1490,POU2F2,13.35555556,0.99884,KNOWN,TRUE,FALSE,FALSE,,
1491,PPARA,1.255555556,0.030182,KNOWN,TRUE,TRUE,TRUE,,
1492,PPARG,0.038888889,0.029194,KNOWN,TRUE,TRUE,TRUE,,
1493,PPFIA2,0.022222222,1,NEW,TRUE,FALSE,FALSE,,
1494,PPFIBP2,4.444444444,6.00E-34,NEW,TRUE,FALSE,FALSE,,
1495,PPIA,998.6055556,0.55734,KNOWN,FALSE,TRUE,FALSE,,
1496,PPL,0.005555556,1.51E-42,NEW,TRUE,FALSE,FALSE,,
1497,PPM1A,1.622222222,0.99834,KNOWN,TRUE,TRUE,TRUE,,
1498,PPM1B,3.783333333,0.0090829,KNOWN,TRUE,TRUE,TRUE,,
1499,PPM1D,8.9,2.23E-11,KNOWN,TRUE,TRUE,TRUE,,
1500,PPM1G,48.12222222,0.9604,KNOWN,TRUE,FALSE,FALSE,,
1501,PPM1H,0.327777778,0.79216,NEW,TRUE,FALSE,FALSE,,
1502,PPM1J,4.127777778,2.25E-09,KNOWN,TRUE,FALSE,FALSE,,
1503,PPM1M,14.22222222,0.00090639,NEW,FALSE,TRUE,FALSE,,
1504,PPP1CA,652.8833333,0.98588,KNOWN,TRUE,TRUE,TRUE,,
1505,PPP1CB,55.84444444,0.99912,KNOWN,TRUE,TRUE,TRUE,,
1506,PPP1CC,21.46666667,0.95777,KNOWN,TRUE,TRUE,TRUE,,
1507,PPP1R12A,66.05555556,1,NEW,FALSE,TRUE,FALSE,,
1508,PPP1R13L,0.077777778,0.03206,KNOWN,FALSE,TRUE,FALSE,,
1509,PPP1R14A,29.29444444,0.12672,NEW,FALSE,TRUE,FALSE,,
1510,PPP1R15A,46.31111111,2.21E-12,NEW,TRUE,FALSE,FALSE,,
1511,PPP1R1B,0.038888889,0.24098,NEW,FALSE,TRUE,FALSE,,
1512,PPP1R2,98.32222222,0.06928,NEW,TRUE,FALSE,FALSE,,
1513,PPP1R9B,1.488888889,0.99975,KNOWN,FALSE,TRUE,FALSE,,
1514,PPP2CA,53.52222222,0.9893,KNOWN,TRUE,TRUE,TRUE,,
1515,PPP2CB,1.938888889,0.34419,KNOWN,TRUE,TRUE,TRUE,,
1516,PPP2R1A,142.0777778,0.98389,KNOWN,FALSE,TRUE,FALSE,,
1517,PPP2R2A,3.077777778,0.99495,KNOWN,FALSE,TRUE,FALSE,,
1518,PPP2R2B,8.111111111,0.98467,KNOWN,FALSE,TRUE,FALSE,,
1519,PPP2R5A,3.938888889,0.81558,NEW,FALSE,TRUE,FALSE,,
1520,PPP2R5C,101.1444444,0.97071,KNOWN,FALSE,TRUE,FALSE,,
1521,PPP2R5D,13.8,0.99993,NEW,FALSE,TRUE,FALSE,,
1522,PPP3CA,41.81111111,0.99988,KNOWN,TRUE,TRUE,TRUE,,
1523,PPP3CC,11.3,0.26374,NEW,FALSE,TRUE,FALSE,,
1524,PPP3R1,0.522222222,0.41481,KNOWN,FALSE,TRUE,FALSE,,
1525,PPP4C,81.58333333,0.4554,NEW,TRUE,FALSE,FALSE,,
1526,PPP5C,13.41666667,0.99938,KNOWN,FALSE,TRUE,FALSE,,
1527,PPP6C,24.93888889,0.85535,KNOWN,FALSE,TRUE,FALSE,,
1528,PRDM1,9.166666667,0.9565,KNOWN,TRUE,FALSE,FALSE,,
1529,PRDM14,0.111111111,0.019397,NEW,TRUE,FALSE,FALSE,,
1530,PRDM16,0.138888889,0.99999,NEW,TRUE,FALSE,FALSE,,
1531,PRDX1,198.9666667,7.70E-10,KNOWN,FALSE,TRUE,FALSE,,
1532,PREX1,2.483333333,1,NEW,TRUE,TRUE,TRUE,,
1533,PRKAA1,8.216666667,0.13725,KNOWN,TRUE,TRUE,TRUE,,
1534,PRKAB1,28.35555556,0.0052573,KNOWN,TRUE,TRUE,TRUE,,
1535,PRKACA,1.088888889,0.97142,NEW,TRUE,TRUE,TRUE,,
1536,PRKAG2,6.727777778,0.99692,NEW,TRUE,FALSE,FALSE,,
1537,PRKAR1A,67.33333333,0.99985,KNOWN,FALSE,TRUE,FALSE,,
1538,PRKAR1B,4.916666667,0.17935,NEW,FALSE,TRUE,FALSE,,
1539,PRKAR2A,5.638888889,0.11865,NEW,FALSE,TRUE,FALSE,,
1540,PRKAR2B,0.122222222,0.99713,KNOWN,TRUE,FALSE,FALSE,,
1541,PRKCA,0.3,0.3677,KNOWN,TRUE,TRUE,TRUE,,
1542,PRKCB,22.68888889,1,KNOWN,TRUE,TRUE,TRUE,,
1543,PRKCE,0.4,0.99988,KNOWN,TRUE,TRUE,TRUE,,
1544,PRKCH,47.36666667,0.42878,KNOWN,TRUE,FALSE,FALSE,,
1545,PRKCI,0.927777778,0.067986,KNOWN,FALSE,TRUE,FALSE,,
1546,PRKCQ,9.816666667,0.2972,KNOWN,TRUE,TRUE,TRUE,,
1547,PRKCZ,1.261111111,0.541,KNOWN,TRUE,TRUE,TRUE,,
1548,PRKD1,0.005555556,6.65E-07,KNOWN,TRUE,TRUE,TRUE,,
1549,PRKD2,2.288888889,0.99995,KNOWN,FALSE,TRUE,FALSE,,
1550,PRKG1,0.238888889,0.99938,KNOWN,TRUE,TRUE,TRUE,,
1551,PRKN,0.816666667,NA,NEW,TRUE,TRUE,TRUE,,
1552,PRKRA,23.23333333,0.41653,NEW,FALSE,TRUE,FALSE,,
1553,PRLR,0.066666667,0.98732,KNOWN,FALSE,TRUE,FALSE,,
1554,PRMT5,18.53888889,0.99999,KNOWN,FALSE,TRUE,FALSE,,
1555,PROC,3.388888889,1.91E-05,KNOWN,FALSE,TRUE,FALSE,,
1556,PRODH,0.005555556,5.36E-12,NEW,TRUE,FALSE,FALSE,,
1557,PROS1,0.094444444,0.00047089,KNOWN,TRUE,TRUE,TRUE,,
1558,PROX1,0.005555556,0.99884,KNOWN,FALSE,TRUE,FALSE,,
1559,PRPF40A,68.03888889,0.0391,NEW,TRUE,FALSE,FALSE,,
1560,PRPF4B,5.95,1,KNOWN,FALSE,TRUE,FALSE,,
1561,PRR5,7.694444444,0.066916,NEW,TRUE,TRUE,TRUE,,
1562,PRUNE2,0.155555556,4.96E-28,NEW,TRUE,FALSE,FALSE,,
1563,PSD3,0.188888889,0.0094778,NEW,TRUE,FALSE,FALSE,,
1564,PSD4,3.555555556,0.42272,NEW,TRUE,FALSE,FALSE,,
1565,PSEN1,48.36111111,0.97322,KNOWN,FALSE,TRUE,FALSE,,
1566,PSEN2,9.455555556,0.00053736,KNOWN,FALSE,TRUE,FALSE,,
1567,PSMB9,89.04444444,0.0027499,KNOWN,TRUE,FALSE,FALSE,,
1568,PSMD1,24.16666667,1,KNOWN,TRUE,FALSE,FALSE,,
1569,PSTPIP2,17.07222222,0.0028024,NEW,TRUE,FALSE,FALSE,,
1570,PTAFR,93.48888889,0.24232,KNOWN,TRUE,FALSE,FALSE,,
1571,PTGFR,0.005555556,0.066085,NEW,TRUE,FALSE,FALSE,,
1572,PTGS2,0.511111111,0.99597,KNOWN,TRUE,TRUE,TRUE,,
1573,PTHLH,0.027777778,0.81146,KNOWN,TRUE,FALSE,FALSE,,
1574,PTK2,2.061111111,0.99987,KNOWN,TRUE,TRUE,TRUE,,
1575,PTK2B,28.92222222,0.93536,KNOWN,TRUE,TRUE,TRUE,,
1576,PTK6,0.266666667,4.35E-13,KNOWN,TRUE,TRUE,TRUE,,
1577,PTK7,0.844444444,0.99721,NEW,FALSE,TRUE,FALSE,,
1578,PTMA,1561.2,0.034451,NEW,FALSE,TRUE,FALSE,,
1579,PTP4A1,41.56666667,0.28236,NEW,TRUE,FALSE,FALSE,,
1580,PTP4A2,65.22222222,0.96626,NEW,TRUE,FALSE,FALSE,,
1581,PTPA,14.69444444,NA,NEW,TRUE,TRUE,TRUE,,
1582,PTPN1,10.57777778,0.81293,KNOWN,TRUE,TRUE,TRUE,,
1583,PTPN11,12.71666667,0.99998,KNOWN,TRUE,TRUE,TRUE,,
1584,PTPN12,3.211111111,0.99996,KNOWN,TRUE,TRUE,TRUE,,
1585,PTPN13,0.261111111,1.42E-25,KNOWN,TRUE,TRUE,TRUE,,
1586,PTPN18,5.6,1.50E-09,KNOWN,FALSE,TRUE,FALSE,,
1587,PTPN2,39.13333333,0.99953,KNOWN,TRUE,TRUE,TRUE,,
1588,PTPN22,9.261111111,3.49E-21,KNOWN,TRUE,TRUE,TRUE,,
1589,PTPN3,0.027777778,6.71E-09,KNOWN,FALSE,TRUE,FALSE,,
1590,PTPN5,0.005555556,0.0014228,NEW,FALSE,TRUE,FALSE,,
1591,PTPN6,328.1722222,0.99999,KNOWN,TRUE,TRUE,TRUE,,
1592,PTPN7,8.127777778,9.41E-14,KNOWN,FALSE,TRUE,FALSE,,
1593,PTPRA,3.577777778,0.99998,KNOWN,TRUE,TRUE,TRUE,,
1594,PTPRE,91.33888889,0.00081616,NEW,TRUE,TRUE,TRUE,,
1595,PTPRG,0.005555556,5.07E-06,NEW,TRUE,FALSE,FALSE,,
1596,PTPRH,0.005555556,1.03E-36,NEW,FALSE,TRUE,FALSE,,
1597,PTPRJ,1.488888889,1.29E-11,NEW,TRUE,TRUE,TRUE,,
1598,PTPRM,0.977777778,0.99998,KNOWN,TRUE,FALSE,FALSE,,
1599,PTTG1,26.52222222,0.00042161,KNOWN,TRUE,FALSE,FALSE,,
1600,PTTG1IP,88.3,0.0049827,NEW,TRUE,FALSE,FALSE,,
1601,PTX3,0.077777778,6.98E-05,NEW,TRUE,FALSE,FALSE,,
1602,PURA,0.55,0.94029,KNOWN,TRUE,FALSE,FALSE,,
1603,PWP2,2.061111111,0.00069944,KNOWN,TRUE,FALSE,FALSE,,
1604,PXDN,0.022222222,2.51E-07,NEW,TRUE,FALSE,FALSE,,
1605,PXN,35.48888889,0.082342,KNOWN,FALSE,TRUE,FALSE,,
1606,PYCARD,398.1166667,0.00019768,KNOWN,TRUE,TRUE,TRUE,,
1607,RAB31,19.00555556,0.0012566,NEW,TRUE,FALSE,FALSE,,
1608,RAB3GAP2,4,0.98674,NEW,TRUE,FALSE,FALSE,,
1609,RABGGTA,6.677777778,1.75E-10,NEW,TRUE,FALSE,FALSE,,
1610,RAC1,46.25555556,0.76228,KNOWN,FALSE,TRUE,FALSE,,
1611,RACGAP1,6.455555556,0.0017041,NEW,FALSE,TRUE,FALSE,,
1612,RACK1,440.8888889,NA,NEW,FALSE,TRUE,FALSE,,
1613,RAD1,3.972222222,0.00012252,KNOWN,FALSE,TRUE,FALSE,,
1614,RAD17,3.438888889,0.0569,KNOWN,TRUE,TRUE,TRUE,,
1615,RAD18,2.194444444,1.58E-08,KNOWN,FALSE,TRUE,FALSE,,
1616,RAD50,3.455555556,3.44E-27,KNOWN,TRUE,FALSE,FALSE,,
1617,RAD51B,6.905555556,2.08E-15,NEW,TRUE,FALSE,FALSE,,
1618,RAD9A,2.955555556,4.03E-06,KNOWN,TRUE,TRUE,TRUE,,
1619,RAF1,30.19444444,0.85295,KNOWN,FALSE,TRUE,FALSE,,
1620,RALBP1,17.02777778,0.14667,KNOWN,FALSE,TRUE,FALSE,,
1621,RALGAPA2,1.144444444,3.03E-17,NEW,TRUE,FALSE,FALSE,,
1622,RALGDS,6.122222222,0.88814,KNOWN,TRUE,TRUE,TRUE,,
1623,RAN,453.9,0.97576,KNOWN,FALSE,TRUE,FALSE,,
1624,RANGAP1,7.427777778,0.025531,NEW,FALSE,TRUE,FALSE,,
1625,RAP1A,19.34444444,0.62227,KNOWN,FALSE,TRUE,FALSE,,
1626,RAP1B,230.0944444,0.90995,NEW,FALSE,TRUE,FALSE,,
1627,RAP1GAP2,1.422222222,0.96928,NEW,TRUE,FALSE,FALSE,,
1628,RAP2A,0.822222222,0.85068,NEW,FALSE,TRUE,FALSE,,
1629,RAPGEF1,1.838888889,0.99995,KNOWN,TRUE,TRUE,TRUE,,
1630,RAPGEF2,0.938888889,1,NEW,TRUE,FALSE,FALSE,,
1631,RAPGEF4,0.005555556,0.99218,NEW,TRUE,FALSE,FALSE,,
1632,RARA,8.566666667,0.96305,KNOWN,TRUE,TRUE,TRUE,,
1633,RARG,3.644444444,0.99478,KNOWN,FALSE,TRUE,FALSE,,
1634,RASA1,1.016666667,1,KNOWN,FALSE,TRUE,FALSE,,
1635,RASA3,9.844444444,1.91E-10,KNOWN,TRUE,FALSE,FALSE,,
1636,RASAL2,0.022222222,0.79641,NEW,TRUE,FALSE,FALSE,,
1637,RASGEF1B,4.983333333,0.92073,NEW,TRUE,FALSE,FALSE,,
1638,RASGRF1,0.005555556,0.99999,NEW,FALSE,TRUE,FALSE,,
1639,RASGRP3,2.266666667,0.0091132,KNOWN,FALSE,TRUE,FALSE,,
1640,RASSF1,45.10555556,4.93E-06,KNOWN,TRUE,TRUE,TRUE,,
1641,RASSF2,30.56666667,5.06E-07,NEW,TRUE,FALSE,FALSE,,
1642,RASSF4,14.33888889,1.73E-13,NEW,TRUE,FALSE,FALSE,,
1643,RASSF5,86.4,0.043347,NEW,TRUE,TRUE,TRUE,,
1644,RB1,11.05555556,1,KNOWN,TRUE,TRUE,TRUE,,
1645,RB1CC1,13.85,1,KNOWN,FALSE,TRUE,FALSE,,
1646,RBAK,0.283333333,1.14E-08,NEW,TRUE,FALSE,FALSE,,
1647,RBBP8,6.372222222,3.08E-12,KNOWN,TRUE,TRUE,TRUE,,
1648,RBFOX3,0.011111111,0.99785,NEW,TRUE,FALSE,FALSE,,
1649,RBL1,1.916666667,2.93E-12,KNOWN,FALSE,TRUE,FALSE,,
1650,RBM19,4.877777778,1.72E-12,NEW,TRUE,FALSE,FALSE,,
1651,RBM47,12.44444444,0.98493,NEW,TRUE,FALSE,FALSE,,
1652,RBMS1,12.29444444,0.11929,NEW,TRUE,FALSE,FALSE,,
1653,RBMS3,0.233333333,0.2128,NEW,TRUE,FALSE,FALSE,,
1654,RBP1,0.038888889,5.92E-06,NEW,FALSE,TRUE,FALSE,,
1655,RBPJ,84.44444444,0.99853,KNOWN,TRUE,TRUE,TRUE,,
1656,RBPMS,0.066666667,0.97173,NEW,TRUE,FALSE,FALSE,,
1657,RBX1,102.2611111,0.94689,KNOWN,FALSE,TRUE,FALSE,,
1658,RCAN1,1.072222222,0.016675,KNOWN,FALSE,TRUE,FALSE,,
1659,RCC2,1.294444444,0.95567,NEW,TRUE,FALSE,FALSE,,
1660,RCHY1,5.794444444,0.066203,NEW,TRUE,FALSE,FALSE,,
1661,RCN1,6.816666667,2.88E-05,NEW,TRUE,FALSE,FALSE,,
1662,RDX,10.96111111,0.85245,KNOWN,FALSE,TRUE,FALSE,,
1663,RECQL5,3.588888889,3.17E-18,KNOWN,FALSE,TRUE,FALSE,,
1664,RERE,4.588888889,1,NEW,TRUE,FALSE,FALSE,,
1665,RET,0.266666667,1,KNOWN,FALSE,TRUE,FALSE,,
1666,REV3L,0.927777778,1,KNOWN,TRUE,FALSE,FALSE,,
1667,RFTN1,31.32222222,2.42E-06,NEW,TRUE,FALSE,FALSE,,
1668,RFX3,3.588888889,1,NEW,TRUE,FALSE,FALSE,,
1669,RGCC,17.98888889,0.0048149,NEW,FALSE,TRUE,FALSE,,
1670,RGS12,0.272222222,4.09E-09,NEW,TRUE,FALSE,FALSE,,
1671,RGS16,1.75,1.01E-05,NEW,FALSE,TRUE,FALSE,,
1672,RGS19,183.7888889,0.96134,NEW,FALSE,TRUE,FALSE,,
1673,RHBDD2,76.31111111,0.63858,NEW,TRUE,FALSE,FALSE,,
1674,RHBDF2,6.305555556,0.0011919,NEW,TRUE,FALSE,FALSE,,
1675,RHEB,28.73333333,0.98119,KNOWN,FALSE,TRUE,FALSE,,
1676,RHEBL1,2.844444444,2.19E-06,KNOWN,FALSE,TRUE,FALSE,,
1677,RHOA,653.3,0.60405,KNOWN,TRUE,TRUE,TRUE,,
1678,RHOF,44.41666667,0.00017569,KNOWN,TRUE,FALSE,FALSE,,
1679,RHOG,220.6777778,0.42952,KNOWN,FALSE,TRUE,FALSE,,
