Table S1: IEI Candidate Genes without Filter,X1,pLI,AssociatedGene,pNull,pRec,InItan,Pathway1,Pathway2,BothPathways,,
67,172,1.38E-24,BARD1,0.99969,0.00030599,NEW,FALSE,TRUE,FALSE,,
68,1297,1.94E-24,MCM7,0.99928,0.00072123,KNOWN,TRUE,FALSE,FALSE,,
69,1278,3.30E-24,MARCH10,0.99973,0.00026554,NEW,TRUE,FALSE,FALSE,,
70,2152,4.82E-24,TACC2,3.94E-06,1,NEW,TRUE,FALSE,FALSE,,
71,2166,8.47E-24,TBC1D4,0.51863,0.48137,NEW,FALSE,TRUE,FALSE,,
72,1177,9.84E-24,LDLR,0.99304,0.0069579,KNOWN,TRUE,FALSE,FALSE,,
73,658,1.46E-23,EPHA1,0.96771,0.032287,KNOWN,FALSE,TRUE,FALSE,,
74,1557,1.75E-23,PCK2,0.99963,0.00036831,NEW,TRUE,FALSE,FALSE,,
75,521,1.76E-23,DDX58,0.98123,0.018769,KNOWN,FALSE,TRUE,FALSE,,
76,1465,2.05E-23,NOTCH4,0.00029251,0.99971,NEW,FALSE,TRUE,FALSE,,
77,897,2.55E-23,GSAP,0.91563,0.084366,NEW,TRUE,FALSE,FALSE,,
78,492,3.20E-23,CYP24A1,0.99986,0.00014163,NEW,TRUE,FALSE,FALSE,,
79,609,4.20E-23,EFCAB5,0.054595,0.9454,NEW,TRUE,FALSE,FALSE,,
80,360,4.62E-23,CDK5RAP2,7.58E-07,1,NEW,TRUE,FALSE,FALSE,,
81,380,4.72E-23,CEP128,0.04709,0.95291,NEW,TRUE,FALSE,FALSE,,
82,2225,5.87E-23,TLR1,0.99997,2.83E-05,KNOWN,FALSE,TRUE,FALSE,,
83,1505,1.10E-22,NUP210,0.00013056,0.99987,NEW,TRUE,FALSE,FALSE,,
84,1087,1.63E-22,ITGB6,0.99736,0.0026426,KNOWN,FALSE,TRUE,FALSE,,
85,2377,2.30E-22,VEPH1,0.99676,0.0032358,NEW,TRUE,FALSE,FALSE,,
86,562,3.37E-22,DPYD,0.89681,0.10319,NEW,TRUE,FALSE,FALSE,,
87,248,3.52E-22,CAPN2,0.97054,0.029456,KNOWN,TRUE,FALSE,FALSE,,
88,1314,4.51E-22,MELK,0.9975,0.0024993,NEW,FALSE,TRUE,FALSE,,
89,680,5.16E-22,ERCC6,0.0082575,0.99174,NEW,FALSE,TRUE,FALSE,,
90,2384,9.31E-22,VPS13A,1.96E-18,1,NEW,TRUE,FALSE,FALSE,,
91,1213,1.27E-21,LTF,0.99117,0.0088337,KNOWN,TRUE,TRUE,TRUE,,
92,1263,1.87E-21,MAPK15,0.99958,0.00041956,KNOWN,FALSE,TRUE,FALSE,,
93,1507,2.61E-21,OAS2,0.99635,0.0036471,NEW,TRUE,FALSE,FALSE,,
94,224,3.40E-21,BTN2A1,0.99992,8.34E-05,NEW,TRUE,FALSE,FALSE,,
95,1775,3.49E-21,PTPN22,0.96933,0.030669,KNOWN,TRUE,TRUE,TRUE,,
96,1605,3.94E-21,PIEZO1,2.59E-10,1,NEW,TRUE,FALSE,FALSE,,
97,1644,4.78E-21,PLD1,0.14192,0.85808,KNOWN,TRUE,TRUE,TRUE,,
98,1916,5.96E-21,RPS6KB2,0.99957,0.00043136,NEW,TRUE,TRUE,TRUE,,
99,141,1.15E-20,ASCC3,5.56E-11,1,NEW,TRUE,FALSE,FALSE,,
100,2172,1.41E-20,TBXAS1,0.99862,0.0013799,NEW,TRUE,FALSE,FALSE,,
101,1640,3.07E-20,PLCB2,0.060572,0.93943,KNOWN,FALSE,TRUE,FALSE,,
102,2040,3.63E-20,SMAD6,0.99998,2.44E-05,KNOWN,FALSE,TRUE,FALSE,,
103,708,7.17E-20,FAM129A,0.99308,0.0069222,NEW,TRUE,FALSE,FALSE,,
104,607,8.36E-20,EEF2K,0.94682,0.053184,NEW,TRUE,TRUE,TRUE,,
105,2165,8.60E-20,TBC1D31,0.066922,0.93308,NEW,TRUE,FALSE,FALSE,,
106,2362,1.00E-19,UTRN,8.03E-25,1,NEW,TRUE,FALSE,FALSE,,
107,2215,1.24E-19,TIE1,0.15354,0.84646,NEW,FALSE,TRUE,FALSE,,
108,1283,1.71E-19,MAST2,4.96E-05,0.99995,NEW,FALSE,TRUE,FALSE,,
109,1166,2.50E-19,LAMB2,1.18E-06,1,NEW,FALSE,TRUE,FALSE,,
110,1063,2.61E-19,IRAK2,0.99232,0.0076838,KNOWN,FALSE,TRUE,FALSE,,
111,431,4.74E-19,CR2,0.12171,0.87829,NEW,TRUE,TRUE,TRUE,,
112,1364,4.78E-19,MST1,0.85727,0.14273,KNOWN,TRUE,TRUE,TRUE,,
113,2015,5.31E-19,SLC12A8,0.98833,0.011672,NEW,TRUE,FALSE,FALSE,,
114,646,5.76E-19,EML2,0.84188,0.15812,NEW,TRUE,FALSE,FALSE,,
115,1085,9.53E-19,ITGB4,8.51E-07,1,NEW,FALSE,TRUE,FALSE,,
116,97,1.36E-18,APOBEC3D,0.99923,0.000768,NEW,TRUE,FALSE,FALSE,,
117,423,1.64E-18,COL25A1,0.1058,0.8942,NEW,TRUE,FALSE,FALSE,,
118,710,1.90E-18,FAM13A,0.021604,0.9784,NEW,TRUE,TRUE,TRUE,,
119,1456,2.46E-18,NOD1,0.97139,0.028611,KNOWN,FALSE,TRUE,FALSE,,
120,1855,3.17E-18,RECQL5,0.6191,0.3809,KNOWN,FALSE,TRUE,FALSE,,
121,752,3.19E-18,FGGY,0.98263,0.017371,NEW,TRUE,FALSE,FALSE,,
122,1377,3.42E-18,MX1,0.98189,0.018112,KNOWN,TRUE,FALSE,FALSE,,
123,768,3.59E-18,FMN1,0.36491,0.63509,NEW,TRUE,FALSE,FALSE,,
124,1162,4.18E-18,KYNU,0.99448,0.0055187,NEW,TRUE,FALSE,FALSE,,
125,411,4.49E-18,CNBD1,0.99919,0.00080563,NEW,TRUE,FALSE,FALSE,,
126,2167,4.64E-18,TBC1D5,0.54719,0.45281,NEW,TRUE,FALSE,FALSE,,
127,975,4.65E-18,HOOK2,0.30897,0.69103,NEW,TRUE,FALSE,FALSE,,
128,1352,4.90E-18,MR1,0.99956,0.00044056,KNOWN,TRUE,FALSE,FALSE,,
129,1517,5.91E-18,OPTN,0.987,0.013002,KNOWN,TRUE,FALSE,FALSE,,
130,2205,6.81E-18,TGM2,0.97292,0.027081,KNOWN,TRUE,TRUE,TRUE,,
131,2477,7.79E-18,ZNF333,0.98471,0.015285,NEW,TRUE,FALSE,FALSE,,
132,1338,7.88E-18,MMP13,0.99784,0.002162,NEW,TRUE,FALSE,FALSE,,
133,1423,8.21E-18,NEK9,0.058638,0.94136,KNOWN,FALSE,TRUE,FALSE,,
134,2179,1.27E-17,TDP1,0.92633,0.073672,KNOWN,TRUE,FALSE,FALSE,,
135,108,1.31E-17,ARHGAP10,0.32542,0.67458,NEW,TRUE,FALSE,FALSE,,
136,1342,1.89E-17,MMP9,0.97436,0.025637,KNOWN,TRUE,TRUE,TRUE,,
137,610,1.90E-17,EFHC1,0.97429,0.025709,NEW,TRUE,FALSE,FALSE,,
138,2093,2.38E-17,SPIDR,0.89448,0.10552,NEW,TRUE,FALSE,FALSE,,
139,852,2.43E-17,GNA14,0.99887,0.0011304,NEW,FALSE,TRUE,FALSE,,
140,1812,3.03E-17,RALGAPA2,5.92E-09,1,NEW,TRUE,FALSE,FALSE,,
141,738,4.61E-17,FCRL5,0.84776,0.15224,NEW,TRUE,FALSE,FALSE,,
142,147,4.67E-17,ATG4C,0.99383,0.0061658,NEW,TRUE,FALSE,FALSE,,
143,613,8.53E-17,EGF,0.00047646,0.99952,KNOWN,FALSE,TRUE,FALSE,,
144,2305,1.01E-16,TRPV1,0.87302,0.12698,NEW,FALSE,TRUE,FALSE,,
145,453,1.42E-16,CSN1S1,0.99834,0.001661,NEW,TRUE,TRUE,TRUE,,
146,253,1.75E-16,CASP5,0.99638,0.0036221,KNOWN,FALSE,TRUE,FALSE,,
147,1403,2.18E-16,NBN,0.65704,0.34296,NEW,TRUE,TRUE,TRUE,,
148,2306,2.24E-16,TRPV4,0.80389,0.19611,KNOWN,FALSE,TRUE,FALSE,,
149,2386,2.41E-16,VPS33B,0.41849,0.58151,NEW,TRUE,FALSE,FALSE,,
150,23,2.44E-16,ADAM15,0.054813,0.94519,KNOWN,TRUE,FALSE,FALSE,,
151,14,2.55E-16,ACPP,0.99132,0.0086825,NEW,FALSE,TRUE,FALSE,,
152,1717,3.33E-16,PREX2,1.13E-07,1,NEW,FALSE,TRUE,FALSE,,
153,1292,4.66E-16,MCC,0.023468,0.97653,NEW,TRUE,FALSE,FALSE,,
154,43,6.35E-16,AGER,0.98516,0.014845,KNOWN,TRUE,TRUE,TRUE,,
155,267,6.50E-16,CCDC57,0.6606,0.3394,NEW,TRUE,FALSE,FALSE,,
156,1221,6.84E-16,MAD1L1,0.4332,0.5668,NEW,TRUE,FALSE,FALSE,,
157,1891,7.27E-16,ROBO1,3.69E-08,1,KNOWN,TRUE,FALSE,FALSE,,
158,626,1.24E-15,EIF2AK4,3.48E-09,1,NEW,FALSE,TRUE,FALSE,,
159,824,1.26E-15,GBP1,0.95773,0.042267,NEW,TRUE,FALSE,FALSE,,
160,1082,1.37E-15,ITGAX,0.00021697,0.99978,NEW,FALSE,TRUE,FALSE,,
161,673,1.70E-15,ERBB3,3.21E-05,0.99997,KNOWN,FALSE,TRUE,FALSE,,
162,1808,2.08E-15,RAD51B,0.99581,0.0041915,NEW,TRUE,FALSE,FALSE,,
163,2310,3.04E-15,TSHR,0.96296,0.037041,KNOWN,FALSE,TRUE,FALSE,,
164,1131,3.57E-15,KIR2DL1,0.99845,0.0015538,NEW,FALSE,TRUE,FALSE,,
165,743,3.79E-15,FES,0.02792,0.97208,KNOWN,FALSE,TRUE,FALSE,,
166,1460,4.03E-15,NOS2,0.00112,0.99888,KNOWN,TRUE,TRUE,TRUE,,
167,1174,4.19E-15,LBP,0.97666,0.023338,KNOWN,TRUE,FALSE,FALSE,,
168,2243,5.07E-15,TNFRSF10A,0.99292,0.0070804,KNOWN,TRUE,TRUE,TRUE,,
169,2461,5.24E-15,ZNF226,0.90422,0.09578,NEW,TRUE,FALSE,FALSE,,
170,1341,5.74E-15,MMP3,0.98537,0.014628,NEW,TRUE,FALSE,FALSE,,
171,704,5.92E-15,F5,1.82E-09,1,NEW,FALSE,TRUE,FALSE,,
172,2154,7.98E-15,TAF1B,0.61171,0.38829,NEW,TRUE,FALSE,FALSE,,
173,1923,9.44E-15,RSAD2,0.99724,0.0027562,NEW,TRUE,FALSE,FALSE,,
174,1881,1.19E-14,RIPK3,0.97761,0.022389,KNOWN,FALSE,TRUE,FALSE,,
175,2122,1.28E-14,STK10,0.0051641,0.99484,NEW,TRUE,TRUE,TRUE,,
176,430,1.32E-14,CPQ,0.98761,0.012393,NEW,TRUE,FALSE,FALSE,,
177,418,1.43E-14,COL14A1,1.03E-10,1,NEW,TRUE,FALSE,FALSE,,
178,2289,2.29E-14,TRAPPC9,0.00045722,0.99954,NEW,TRUE,FALSE,FALSE,,
179,718,2.49E-14,FANCG,0.7749,0.2251,KNOWN,FALSE,TRUE,FALSE,,
180,1308,2.59E-14,MED16,0.59988,0.40012,KNOWN,TRUE,FALSE,FALSE,,
181,643,3.01E-14,ELP3,0.57141,0.42859,KNOWN,TRUE,FALSE,FALSE,,
182,1665,3.66E-14,PNKP,0.91833,0.081672,KNOWN,TRUE,FALSE,FALSE,,
183,909,3.67E-14,GZMB,0.99835,0.0016523,NEW,FALSE,TRUE,FALSE,,
184,694,3.96E-14,ETV7,0.98768,0.012316,NEW,TRUE,FALSE,FALSE,,
185,2471,6.33E-14,ZNF268,0.41659,0.58341,NEW,TRUE,FALSE,FALSE,,
186,2297,6.90E-14,TRIM55,0.8832,0.1168,NEW,TRUE,FALSE,FALSE,,
187,1148,6.98E-14,KLRK1,0.99535,0.0046476,KNOWN,FALSE,TRUE,FALSE,,
188,839,7.66E-14,GLI1,0.15707,0.84293,NEW,FALSE,TRUE,FALSE,,
189,202,8.35E-14,BLK,0.87016,0.12984,KNOWN,TRUE,TRUE,TRUE,,
190,1133,8.36E-14,KIR3DL1,0.99483,0.0051666,NEW,FALSE,TRUE,FALSE,,
191,2368,8.45E-14,VAV3,0.00034652,0.99965,KNOWN,TRUE,TRUE,TRUE,,
192,1968,8.83E-14,SERPINA3,0.99723,0.0027728,NEW,TRUE,FALSE,FALSE,,
193,449,9.27E-14,CSGALNACT1,0.96126,0.038743,NEW,TRUE,FALSE,FALSE,,
194,1779,9.41E-14,PTPN7,0.74764,0.25236,KNOWN,FALSE,TRUE,FALSE,,
195,2292,1.16E-13,TRIB3,0.99675,0.0032549,KNOWN,TRUE,TRUE,TRUE,,
196,1183,1.49E-13,LIFR,0.0001538,0.99985,NEW,FALSE,TRUE,FALSE,,
197,1834,1.73E-13,RASSF4,0.98479,0.015214,NEW,TRUE,FALSE,FALSE,,
198,2503,1.83E-13,ZNF596,0.98426,0.015744,NEW,TRUE,FALSE,FALSE,,
199,2162,1.86E-13,TBC1D1,0.00011188,0.99989,NEW,TRUE,FALSE,FALSE,,
200,2141,2.17E-13,SUSD1,0.16856,0.83144,NEW,TRUE,FALSE,FALSE,,
201,2229,2.48E-13,TLR5,0.96406,0.035935,KNOWN,FALSE,TRUE,FALSE,,
202,679,2.73E-13,ERCC5,0.0076245,0.99238,KNOWN,FALSE,TRUE,FALSE,,
203,533,3.20E-13,DHX58,0.73278,0.26722,KNOWN,TRUE,FALSE,FALSE,,
204,696,3.41E-13,EXOC4,0.0055654,0.99443,KNOWN,TRUE,FALSE,FALSE,,
205,589,3.59E-13,DYM,0.099221,0.90078,NEW,TRUE,FALSE,FALSE,,
206,334,4.10E-13,CDC25C,0.90901,0.090986,KNOWN,TRUE,TRUE,TRUE,,
207,1169,4.28E-13,LAPTM4B,0.99299,0.0070134,NEW,TRUE,FALSE,FALSE,,
208,1763,4.35E-13,PTK6,0.95024,0.04976,KNOWN,TRUE,TRUE,TRUE,,
209,530,6.02E-13,DGKG,0.011994,0.98801,KNOWN,TRUE,FALSE,FALSE,,
210,1077,6.08E-13,ITGA8,2.04E-05,0.99998,KNOWN,TRUE,FALSE,FALSE,,
211,751,7.19E-13,FGFR4,0.042523,0.95748,NEW,TRUE,TRUE,TRUE,,
212,1540,7.28E-13,PARD3B,0.00038423,0.99962,NEW,TRUE,FALSE,FALSE,,
213,1417,8.72E-13,NEDD4,2.46E-06,1,KNOWN,FALSE,TRUE,FALSE,,
214,2455,9.47E-13,ZNF181,0.95899,0.041011,NEW,TRUE,FALSE,FALSE,,
215,905,1.01E-12,GTDC1,0.91919,0.080811,NEW,TRUE,FALSE,FALSE,,
216,73,1.13E-12,AMPD3,0.095375,0.90463,NEW,TRUE,FALSE,FALSE,,
217,721,1.20E-12,FAT1,2.49E-18,1,NEW,TRUE,FALSE,FALSE,,
218,2322,1.23E-12,TUBGCP5,3.68E-05,0.99996,NEW,TRUE,FALSE,FALSE,,
219,2076,1.53E-12,SORBS1,2.21E-07,1,KNOWN,TRUE,TRUE,TRUE,,
220,2287,1.67E-12,TRAF5,0.65001,0.34999,KNOWN,FALSE,TRUE,FALSE,,
221,1842,1.72E-12,RBM19,0.00055194,0.99945,NEW,TRUE,FALSE,FALSE,,
222,2035,1.79E-12,SLX4IP,0.9689,0.031101,NEW,TRUE,FALSE,FALSE,,
223,790,1.81E-12,FRK,0.63687,0.36313,NEW,FALSE,TRUE,FALSE,,
224,2467,1.83E-12,ZNF251,0.94002,0.059977,NEW,TRUE,FALSE,FALSE,,
225,1367,1.94E-12,MTHFD1L,0.00046656,0.99953,NEW,TRUE,FALSE,FALSE,,
226,1347,1.95E-12,MPG,0.98294,0.017058,KNOWN,FALSE,TRUE,FALSE,,
227,1325,2.18E-12,MICAL2,7.98E-05,0.99992,NEW,TRUE,FALSE,FALSE,,
228,1694,2.21E-12,PPP1R15A,0.8747,0.1253,NEW,TRUE,FALSE,FALSE,,
229,2521,2.35E-12,ZNF786,0.76282,0.23718,NEW,TRUE,FALSE,FALSE,,
230,1841,2.93E-12,RBL1,0.0002569,0.99974,KNOWN,FALSE,TRUE,FALSE,,
231,1839,3.08E-12,RBBP8,0.0011834,0.99882,KNOWN,TRUE,TRUE,TRUE,,
232,25,3.12E-12,ADAMTSL1,6.60E-10,1,NEW,TRUE,FALSE,FALSE,,
233,69,3.40E-12,AMH,0.98768,0.012321,KNOWN,TRUE,TRUE,TRUE,,
234,527,3.72E-12,DEPTOR,0.95242,0.047583,NEW,FALSE,TRUE,FALSE,,
235,1512,3.93E-12,OGG1,0.90721,0.092788,NEW,TRUE,FALSE,FALSE,,
236,258,4.12E-12,CAST,0.0038178,0.99618,NEW,TRUE,FALSE,FALSE,,
237,2498,5.02E-12,ZNF546,0.20203,0.79797,NEW,TRUE,FALSE,FALSE,,
238,1743,5.36E-12,PRODH,0.64136,0.35864,NEW,TRUE,FALSE,FALSE,,
239,2409,6.82E-12,XAF1,0.98148,0.018524,KNOWN,TRUE,FALSE,FALSE,,
240,148,7.38E-12,ATG7,0.13978,0.86022,KNOWN,FALSE,TRUE,FALSE,,
241,733,7.61E-12,FCER2,0.92824,0.071756,KNOWN,TRUE,TRUE,TRUE,,
242,1495,7.64E-12,NSMAF,6.50E-05,0.99993,NEW,TRUE,FALSE,FALSE,,
243,2260,8.22E-12,TNK2,0.0069494,0.99305,KNOWN,FALSE,TRUE,FALSE,,
244,2078,8.23E-12,SORBS3,0.0069404,0.99306,NEW,FALSE,TRUE,FALSE,,
245,1646,8.35E-12,PLEC,1.05E-23,1,NEW,TRUE,FALSE,FALSE,,
246,1386,9.17E-12,MYLK,6.95E-10,1,NEW,TRUE,TRUE,TRUE,,
247,2453,9.60E-12,ZNF169,0.91811,0.081894,NEW,TRUE,FALSE,FALSE,,
248,869,1.02E-11,GPATCH2,0.52002,0.47998,NEW,TRUE,FALSE,FALSE,,
249,1156,1.10E-11,KRT17,0.91161,0.088393,NEW,TRUE,FALSE,FALSE,,
250,41,1.14E-11,AFP,0.086727,0.91327,NEW,TRUE,FALSE,FALSE,,
251,1591,1.26E-11,PGS1,0.68404,0.31596,NEW,TRUE,FALSE,FALSE,,
252,1786,1.29E-11,PTPRJ,6.22E-06,0.99999,NEW,TRUE,TRUE,TRUE,,
253,526,1.30E-11,DENND3,3.03E-05,0.99997,NEW,TRUE,FALSE,FALSE,,
254,225,1.38E-11,BTN2A2,0.81381,0.18619,NEW,TRUE,FALSE,FALSE,,
255,1253,1.54E-11,MAP4K2,0.00011723,0.99988,KNOWN,FALSE,TRUE,FALSE,,
256,195,1.56E-11,BID,0.99182,0.0081772,KNOWN,TRUE,TRUE,TRUE,,
257,2390,1.57E-11,VRK2,0.42794,0.57206,NEW,TRUE,FALSE,FALSE,,
258,31,1.71E-11,ADH1A,0.9683,0.031702,NEW,TRUE,FALSE,FALSE,,
259,1006,1.78E-11,IFI16,0.40022,0.59978,KNOWN,TRUE,TRUE,TRUE,,
260,2014,2.05E-11,SLC12A4,7.78E-05,0.99992,NEW,TRUE,FALSE,FALSE,,
261,1329,2.08E-11,MIPOL1,0.59736,0.40264,NEW,TRUE,FALSE,FALSE,,
262,1683,2.23E-11,PPM1D,0.58453,0.41547,KNOWN,TRUE,TRUE,TRUE,,
263,1316,2.66E-11,MERTK,0.0013056,0.99869,KNOWN,FALSE,TRUE,FALSE,,
264,1509,2.76E-11,OASL,0.95819,0.041808,NEW,TRUE,FALSE,FALSE,,
265,2218,3.24E-11,TJP2,8.19E-06,0.99999,KNOWN,TRUE,TRUE,TRUE,,
266,1080,3.31E-11,ITGAM,7.91E-06,0.99999,KNOWN,TRUE,TRUE,TRUE,,
267,861,3.33E-11,GNB3,0.91177,0.088231,NEW,FALSE,TRUE,FALSE,,
268,2411,3.69E-11,XPC,0.0040103,0.99599,KNOWN,TRUE,FALSE,FALSE,,
269,901,3.89E-11,GSN,0.017735,0.98226,KNOWN,TRUE,TRUE,TRUE,,
270,217,4.21E-11,BST1,0.89927,0.10073,NEW,TRUE,FALSE,FALSE,,
271,1,4.52E-11,A2M,8.49E-09,1,KNOWN,TRUE,FALSE,FALSE,,
272,139,5.04E-11,ARVCF,0.012385,0.98762,NEW,FALSE,TRUE,FALSE,,
273,1945,5.04E-11,SAMSN1,0.7948,0.2052,NEW,TRUE,FALSE,FALSE,,
274,1318,5.55E-11,METTL8,0.88239,0.11761,NEW,TRUE,FALSE,FALSE,,
275,386,5.63E-11,CHAT,0.047768,0.95223,NEW,TRUE,FALSE,FALSE,,
276,1642,5.68E-11,PLCE1,8.51E-14,1,NEW,FALSE,TRUE,FALSE,,
277,494,5.80E-11,CYP3A4,0.61384,0.38616,NEW,TRUE,FALSE,FALSE,,
278,469,5.88E-11,CTSB,0.87849,0.12151,KNOWN,TRUE,FALSE,FALSE,,
279,2273,5.95E-11,TP53I3,0.96574,0.034257,NEW,TRUE,FALSE,FALSE,,
280,88,6.27E-11,AOC3,0.36833,0.63167,NEW,FALSE,TRUE,FALSE,,
281,1072,6.28E-11,ITGA2,6.39E-07,1,KNOWN,FALSE,TRUE,FALSE,,
282,1261,6.72E-11,MAPK13,0.58655,0.41345,NEW,TRUE,TRUE,TRUE,,
283,1296,6.95E-11,MCM3,0.0016223,0.99838,KNOWN,TRUE,FALSE,FALSE,,
284,1516,7.89E-11,OPRM1,0.857,0.143,KNOWN,TRUE,FALSE,FALSE,,
285,1380,8.01E-11,MYBPC3,4.51E-07,1,KNOWN,TRUE,FALSE,FALSE,,
286,874,8.13E-11,GPD2,0.02953,0.97047,NEW,TRUE,FALSE,FALSE,,
287,1610,8.42E-11,PIK3C3,5.07E-05,0.99995,KNOWN,FALSE,TRUE,FALSE,,
288,2178,9.16E-11,TDGF1,0.98799,0.012007,NEW,FALSE,TRUE,FALSE,,
289,2462,9.25E-11,ZNF227,0.10078,0.89922,NEW,TRUE,FALSE,FALSE,,
290,1210,9.61E-11,LTB,0.98765,0.012347,KNOWN,FALSE,TRUE,FALSE,,
291,1395,1.07E-10,MZF1,0.49404,0.50596,NEW,TRUE,TRUE,TRUE,,
292,227,1.10E-10,BTN3A2,0.90756,0.092439,NEW,TRUE,FALSE,FALSE,,
293,1030,1.24E-10,IL16,0.00014274,0.99986,NEW,TRUE,TRUE,TRUE,,
294,2391,1.50E-10,VTN,0.42064,0.57936,KNOWN,FALSE,TRUE,FALSE,,
295,513,1.60E-10,DCP1B,0.40636,0.59364,NEW,TRUE,FALSE,FALSE,,
296,260,1.63E-10,CAT,0.40316,0.59684,NEW,FALSE,TRUE,FALSE,,
297,419,1.74E-10,COL18A1,6.05E-09,1,KNOWN,TRUE,TRUE,TRUE,,
298,1800,1.75E-10,RABGGTA,0.010303,0.9897,NEW,TRUE,FALSE,FALSE,,
299,662,1.83E-10,EPHA8,0.00040416,0.9996,NEW,FALSE,TRUE,FALSE,,
300,1621,1.87E-10,PINK1,0.60273,0.39727,KNOWN,FALSE,TRUE,FALSE,,
301,1827,1.91E-10,RASA3,0.00038089,0.99962,KNOWN,TRUE,FALSE,FALSE,,
302,2282,1.94E-10,TPRG1,0.96438,0.035617,NEW,TRUE,FALSE,FALSE,,
303,328,1.98E-10,CD93,0.7653,0.2347,KNOWN,FALSE,TRUE,FALSE,,
304,37,2.01E-10,AEN,0.98098,0.019022,NEW,TRUE,FALSE,FALSE,,
305,77,2.09E-10,ANKFN1,0.00165,0.99835,NEW,TRUE,FALSE,FALSE,,
306,319,2.31E-10,CD5,0.32695,0.67305,KNOWN,TRUE,FALSE,FALSE,,
307,1215,2.35E-10,LUZP2,0.74343,0.25657,NEW,TRUE,FALSE,FALSE,,
308,1972,2.51E-10,SERPIND1,0.92144,0.078559,KNOWN,TRUE,TRUE,TRUE,,
309,70,2.70E-10,AMHR2,0.10549,0.89451,KNOWN,FALSE,TRUE,FALSE,,
310,2303,2.72E-10,TRPM6,4.43E-14,1,NEW,FALSE,TRUE,FALSE,,
311,567,2.80E-10,DTNB,0.0053211,0.99468,NEW,TRUE,FALSE,FALSE,,
312,569,2.81E-10,DTWD1,0.95577,0.044227,NEW,TRUE,FALSE,FALSE,,
313,945,2.98E-10,HLA-DOA,0.97606,0.023937,NEW,TRUE,FALSE,FALSE,,
314,1151,3.21E-10,KNG1,0.086728,0.91327,KNOWN,FALSE,TRUE,FALSE,,
315,1368,3.21E-10,MTHFR,0.086736,0.91326,NEW,TRUE,FALSE,FALSE,,
316,2465,3.38E-10,ZNF235,0.24786,0.75214,NEW,TRUE,FALSE,FALSE,,
317,112,3.95E-10,ARHGAP24,0.015621,0.98438,NEW,TRUE,FALSE,FALSE,,
318,2520,4.22E-10,ZNF782,0.43816,0.56184,NEW,TRUE,FALSE,FALSE,,
319,1879,4.28E-10,RIN3,0.061208,0.93879,NEW,TRUE,FALSE,FALSE,,
320,299,4.31E-10,CCR5,0.9845,0.015501,KNOWN,TRUE,TRUE,TRUE,,
321,503,5.01E-10,DAPK2,0.78697,0.21303,NEW,FALSE,TRUE,FALSE,,
322,948,5.33E-10,HLA-DPB1,0.93613,0.063875,KNOWN,TRUE,FALSE,FALSE,,
323,2469,5.46E-10,ZNF263,0.16199,0.83801,NEW,TRUE,FALSE,FALSE,,
324,247,5.86E-10,CAPN1,0.00037724,0.99962,KNOWN,FALSE,TRUE,FALSE,,
325,764,6.05E-10,FLNB,1.41E-14,1,NEW,TRUE,FALSE,FALSE,,
326,1885,6.35E-10,RNF144B,0.75862,0.24138,NEW,TRUE,FALSE,FALSE,,
327,138,6.37E-10,ARSG,0.58213,0.41787,NEW,TRUE,FALSE,FALSE,,
328,1947,6.38E-10,SBF2,1.57E-12,1,NEW,TRUE,FALSE,FALSE,,
329,230,7.00E-10,BUB1B,4.90E-07,1,KNOWN,FALSE,TRUE,FALSE,,
330,1715,7.70E-10,PRDX1,0.97824,0.021761,KNOWN,FALSE,TRUE,FALSE,,
331,1960,7.91E-10,SELE,0.02766,0.97234,KNOWN,TRUE,TRUE,TRUE,,
332,1333,8.05E-10,MKNK1,0.29789,0.70211,KNOWN,FALSE,TRUE,FALSE,,
333,1044,8.29E-10,IL33,0.95658,0.043419,NEW,FALSE,TRUE,FALSE,,
334,2330,8.33E-10,TYRO3,0.001121,0.99888,KNOWN,FALSE,TRUE,FALSE,,
335,1374,9.43E-10,MUC2,3.04E-16,1,NEW,TRUE,FALSE,FALSE,,
336,2489,1.00E-09,ZNF418,0.90844,0.091559,NEW,TRUE,FALSE,FALSE,,
337,758,1.08E-09,FILIP1L,0.00077775,0.99922,NEW,TRUE,FALSE,FALSE,,
338,501,1.11E-09,DAP3,0.46846,0.53154,KNOWN,TRUE,FALSE,FALSE,,
339,342,1.15E-09,CDC6,0.22618,0.77382,KNOWN,FALSE,TRUE,FALSE,,
340,1201,1.17E-09,LRIG3,2.84E-05,0.99997,NEW,TRUE,FALSE,FALSE,,
341,1470,1.19E-09,NQO1,0.89924,0.10076,NEW,TRUE,FALSE,FALSE,,
342,1197,1.27E-09,LPL,0.44009,0.55991,KNOWN,TRUE,TRUE,TRUE,,
343,2375,1.31E-09,VEGFB,0.97031,0.029694,KNOWN,TRUE,FALSE,FALSE,,
344,1773,1.50E-09,PTPN18,0.17859,0.82141,KNOWN,FALSE,TRUE,FALSE,,
345,2356,1.61E-09,USP4,1.79E-05,0.99998,KNOWN,FALSE,TRUE,FALSE,,
346,52,2.19E-09,AIM2,0.92404,0.075964,NEW,TRUE,FALSE,FALSE,,
347,1686,2.25E-09,PPM1J,0.31591,0.68409,KNOWN,TRUE,FALSE,FALSE,,
348,2299,2.57E-09,TRIM69,0.52621,0.47379,KNOWN,TRUE,FALSE,FALSE,,
