Table S1: IEI Candidate Genes without Filter,X1,pLI,AssociatedGene,pNull,pRec,InItan,Pathway1,Pathway2,BothPathways,,
632,4,1.26E-05,ABCB1,5.56E-09,0.99999,KNOWN,TRUE,FALSE,FALSE,,
633,1058,1.26E-05,INTS7,3.32E-06,0.99998,NEW,TRUE,FALSE,FALSE,,
634,2270,1.30E-05,TP53AIP1,0.87375,0.12624,NEW,TRUE,FALSE,FALSE,,
635,1856,1.35E-05,REG1A,0.59223,0.40775,KNOWN,TRUE,FALSE,FALSE,,
636,587,1.36E-05,DVL2,0.00035819,0.99963,KNOWN,FALSE,TRUE,FALSE,,
637,1334,1.40E-05,MKNK2,0.0082397,0.99175,KNOWN,FALSE,TRUE,FALSE,,
638,2070,1.42E-05,SOCS4,0.13909,0.8609,NEW,TRUE,FALSE,FALSE,,
639,1984,1.49E-05,SH2B2,0.034637,0.96535,KNOWN,FALSE,TRUE,FALSE,,
640,2281,1.49E-05,TPD52L1,0.33812,0.66186,NEW,TRUE,FALSE,FALSE,,
641,750,1.64E-05,FGFR3,5.51E-05,0.99993,KNOWN,TRUE,TRUE,TRUE,,
642,2373,1.68E-05,VDR,0.029646,0.97034,KNOWN,TRUE,TRUE,TRUE,,
643,491,1.70E-05,CYP19A1,0.029101,0.97088,NEW,TRUE,FALSE,FALSE,,
644,318,1.73E-05,CD48,0.54412,0.45586,KNOWN,FALSE,TRUE,FALSE,,
645,33,1.77E-05,ADORA2B,0.53986,0.46012,KNOWN,TRUE,FALSE,FALSE,,
646,1742,1.91E-05,PROC,0.024892,0.97509,KNOWN,FALSE,TRUE,FALSE,,
647,2105,1.91E-05,SRPK1,4.44E-05,0.99994,NEW,FALSE,TRUE,FALSE,,
648,212,1.97E-05,BNIP3,0.51792,0.48206,NEW,TRUE,FALSE,FALSE,,
649,157,1.99E-05,ATRIP,0.00020664,0.99977,KNOWN,FALSE,TRUE,FALSE,,
650,416,1.99E-05,CNTN3,3.47E-07,0.99998,NEW,TRUE,FALSE,FALSE,,
651,815,1.99E-05,GALNT10,0.00020737,0.99977,NEW,TRUE,FALSE,FALSE,,
652,1129,2.04E-05,KIAA1324L,1.66E-06,0.99998,NEW,TRUE,FALSE,FALSE,,
653,2057,2.07E-05,SNAP47,0.092265,0.90771,NEW,TRUE,FALSE,FALSE,,
654,2157,2.16E-05,TANC1,2.11E-11,0.99998,NEW,TRUE,FALSE,FALSE,,
655,1415,2.20E-05,NDRG2,0.0043194,0.99566,NEW,FALSE,TRUE,FALSE,,
656,2230,2.25E-05,TLR6,0.019936,0.98004,KNOWN,FALSE,TRUE,FALSE,,
657,402,2.30E-05,CLC,0.69112,0.30886,NEW,TRUE,FALSE,FALSE,,
658,1180,2.32E-05,LGALS3,0.48358,0.51639,NEW,TRUE,FALSE,FALSE,,
659,2431,2.32E-05,ZC3HAV1,3.37E-05,0.99994,NEW,TRUE,FALSE,FALSE,,
660,90,2.33E-05,AP3S2,0.48298,0.51699,NEW,TRUE,FALSE,FALSE,,
661,2507,2.36E-05,ZNF619,0.078977,0.921,NEW,TRUE,FALSE,FALSE,,
662,828,2.41E-05,GCNT2,0.23891,0.76107,NEW,TRUE,FALSE,FALSE,,
663,2374,2.41E-05,VEGFA,0.018168,0.98181,KNOWN,TRUE,TRUE,TRUE,,
664,1579,2.63E-05,PEG3,2.33E-07,0.99997,NEW,TRUE,FALSE,FALSE,,
665,2501,2.78E-05,ZNF585A,0.0030993,0.99687,NEW,TRUE,FALSE,FALSE,,
666,756,2.87E-05,FHL2,0.20584,0.79413,KNOWN,TRUE,TRUE,TRUE,,
667,1853,2.88E-05,RCN1,0.20504,0.79494,NEW,TRUE,FALSE,FALSE,,
668,264,3.08E-05,CBS,0.0026829,0.99729,NEW,FALSE,TRUE,FALSE,,
669,731,3.08E-05,FCER1A,0.42245,0.57752,KNOWN,TRUE,FALSE,FALSE,,
670,2183,3.23E-05,TEAD4,0.012085,0.98788,KNOWN,FALSE,TRUE,FALSE,,
671,2213,3.24E-05,TIAM2,5.84E-11,0.99997,NEW,TRUE,FALSE,FALSE,,
672,958,3.28E-05,HLA-F,0.052881,0.94709,KNOWN,TRUE,FALSE,FALSE,,
673,1399,3.28E-05,NABP1,0.40914,0.59082,NEW,TRUE,FALSE,FALSE,,
674,1412,3.30E-05,NCOA7,8.30E-07,0.99997,NEW,TRUE,FALSE,FALSE,,
675,2491,3.32E-05,ZNF425,0.63089,0.36907,NEW,TRUE,FALSE,FALSE,,
676,185,3.33E-05,BCL2L14,0.17978,0.82018,NEW,TRUE,FALSE,FALSE,,
677,1336,3.41E-05,MLH1,1.93E-05,0.99995,KNOWN,TRUE,TRUE,TRUE,,
678,249,3.52E-05,CASP1,0.048295,0.95167,KNOWN,TRUE,TRUE,TRUE,,
679,396,3.52E-05,CHST15,0.010711,0.98925,NEW,TRUE,FALSE,FALSE,,
680,1057,3.61E-05,INSR,1.22E-09,0.99996,KNOWN,TRUE,TRUE,TRUE,,
681,437,3.79E-05,CRHR1,0.0019984,0.99796,NEW,TRUE,FALSE,FALSE,,
682,1050,3.79E-05,ILK,0.001996,0.99797,KNOWN,FALSE,TRUE,FALSE,,
683,880,3.85E-05,GPX1,0.77271,0.22725,NEW,TRUE,FALSE,FALSE,,
684,942,3.86E-05,HLA-B,0.042807,0.95715,NEW,FALSE,TRUE,FALSE,,
685,2419,4.01E-05,YES1,0.00037388,0.99959,KNOWN,FALSE,TRUE,FALSE,,
686,2466,4.08E-05,ZNF25,0.039922,0.96004,NEW,TRUE,FALSE,FALSE,,
687,1146,4.14E-05,KLRC1,0.35802,0.64194,NEW,FALSE,TRUE,FALSE,,
688,1536,4.31E-05,PAK6,0.0016614,0.9983,KNOWN,FALSE,TRUE,FALSE,,
689,656,4.32E-05,EPB41L3,2.31E-08,0.99996,NEW,TRUE,FALSE,FALSE,,
690,977,4.36E-05,HOXA9,0.58097,0.41898,NEW,TRUE,FALSE,FALSE,,
691,1534,4.36E-05,PAK4,0.0079459,0.99201,KNOWN,FALSE,TRUE,FALSE,,
692,2023,4.71E-05,SLC2A4,0.0071218,0.99283,KNOWN,FALSE,TRUE,FALSE,,
693,741,4.77E-05,FEN1,0.32708,0.67287,KNOWN,FALSE,TRUE,FALSE,,
694,842,4.86E-05,GLIPR2,0.56005,0.4399,NEW,TRUE,FALSE,FALSE,,
695,303,4.88E-05,CD14,0.55908,0.44087,KNOWN,FALSE,TRUE,FALSE,,
696,1501,4.99E-05,NUAK2,0.0065688,0.99338,NEW,FALSE,TRUE,FALSE,,
697,1358,5.08E-05,MS4A1,0.31387,0.68608,NEW,FALSE,TRUE,FALSE,,
698,255,5.36E-05,CASP7,0.0278,0.97215,NEW,TRUE,TRUE,TRUE,,
699,2497,5.36E-05,ZNF529,0.027792,0.97215,NEW,TRUE,FALSE,FALSE,,
700,1671,5.44E-05,PON2,0.10889,0.89105,NEW,TRUE,FALSE,FALSE,,
701,2151,5.49E-05,TACC1,4.82E-05,0.9999,NEW,TRUE,FALSE,FALSE,,
702,1635,5.66E-05,PLAT,0.00022798,0.99972,KNOWN,FALSE,TRUE,FALSE,,
703,711,5.81E-05,FAM13C,0.00021939,0.99972,NEW,TRUE,FALSE,FALSE,,
704,1937,5.84E-05,S100A2,0.84368,0.15626,NEW,TRUE,FALSE,FALSE,,
705,1632,5.98E-05,PLA2G4A,4.26E-05,0.9999,KNOWN,FALSE,TRUE,FALSE,,
706,1428,6.29E-05,NFAM1,0.26929,0.73065,NEW,FALSE,TRUE,FALSE,,
707,1867,6.40E-05,RGS20,0.090488,0.90945,NEW,TRUE,FALSE,FALSE,,
708,351,6.48E-05,CDK11B,0.00092574,0.99901,KNOWN,FALSE,TRUE,FALSE,,
709,24,6.80E-05,ADAM19,2.94E-07,0.99993,NEW,FALSE,TRUE,FALSE,,
710,304,6.84E-05,CD180,0.083733,0.9162,NEW,TRUE,FALSE,FALSE,,
711,1792,6.98E-05,PTX3,0.2482,0.75173,NEW,TRUE,FALSE,FALSE,,
712,2235,7.13E-05,TMEM217,0.48139,0.51853,NEW,TRUE,FALSE,FALSE,,
713,1388,7.24E-05,MYO1B,9.11E-11,0.99993,NEW,TRUE,FALSE,FALSE,,
714,1216,7.42E-05,LY96,0.47313,0.5268,KNOWN,TRUE,FALSE,FALSE,,
715,2135,7.87E-05,STXBP6,0.22495,0.77497,NEW,TRUE,FALSE,FALSE,,
716,2410,7.87E-05,XPA,0.070907,0.92901,KNOWN,TRUE,TRUE,TRUE,,
717,1643,7.93E-05,PLCG1,3.27E-12,0.99992,KNOWN,FALSE,TRUE,FALSE,,
718,2064,8.18E-05,SNX25,1.11E-06,0.99992,NEW,TRUE,FALSE,FALSE,,
719,2517,8.24E-05,ZNF764,0.21654,0.78338,NEW,TRUE,FALSE,FALSE,,
720,835,8.44E-05,GHR,0.00063419,0.99928,KNOWN,TRUE,TRUE,TRUE,,
721,2280,8.49E-05,TPD52,0.21085,0.78906,NEW,TRUE,FALSE,FALSE,,
722,645,8.64E-05,EMCN,0.0632,0.93671,NEW,TRUE,FALSE,FALSE,,
723,2030,8.84E-05,SLC9A3R1,0.20354,0.79637,KNOWN,FALSE,TRUE,FALSE,,
724,363,8.89E-05,CDK9,0.060998,0.93891,KNOWN,TRUE,TRUE,TRUE,,
725,1299,9.31E-05,MCTP1,1.87E-07,0.99991,NEW,TRUE,FALSE,FALSE,,
726,86,9.77E-05,ANXA2,0.012195,0.98771,KNOWN,TRUE,FALSE,FALSE,,
727,1074,0.00010067,ITGA4,3.38E-08,0.9999,KNOWN,FALSE,TRUE,FALSE,,
728,1985,0.00010289,SH2B3,0.011349,0.98855,KNOWN,TRUE,FALSE,FALSE,,
729,620,0.00010292,EHMT2,1.34E-09,0.9999,KNOWN,FALSE,TRUE,FALSE,,
730,1458,0.00010396,NOLC1,9.52E-05,0.9998,NEW,TRUE,TRUE,TRUE,,
731,1309,0.00011083,MED28,0.38592,0.61397,NEW,TRUE,FALSE,FALSE,,
732,1284,0.00011694,MAST4,3.14E-15,0.99988,NEW,TRUE,FALSE,FALSE,,
733,2508,0.000119,ZNF630,0.15392,0.84596,NEW,TRUE,FALSE,FALSE,,
734,219,0.00011935,BTBD1,0.0092188,0.99066,NEW,TRUE,FALSE,FALSE,,
735,1804,0.00012252,RAD1,0.1495,0.85038,KNOWN,FALSE,TRUE,FALSE,,
736,1895,0.00012401,ROR2,1.50E-05,0.99986,NEW,FALSE,TRUE,FALSE,,
737,1032,0.0001243,IL17C,0.59317,0.4067,NEW,TRUE,FALSE,FALSE,,
738,297,0.00012636,CCR3,0.35725,0.64262,NEW,FALSE,TRUE,FALSE,,
739,254,0.00012665,CASP6,0.14457,0.8553,NEW,TRUE,TRUE,TRUE,,
740,1144,0.00012775,KLK2,0.35486,0.64501,KNOWN,FALSE,TRUE,FALSE,,
741,734,0.00013116,FCGR1A,0.13948,0.86039,KNOWN,TRUE,FALSE,FALSE,,
742,2315,0.00013409,TSSK1B,0.57884,0.42103,NEW,FALSE,TRUE,FALSE,,
743,2298,0.00013625,TRIM56,0.035302,0.96456,NEW,TRUE,FALSE,FALSE,,
744,754,0.00013667,FHAD1,0.3402,0.65966,NEW,TRUE,FALSE,FALSE,,
745,178,0.00013819,BCAS3,2.15E-08,0.99986,NEW,TRUE,FALSE,FALSE,,
746,272,0.00013932,CCL17,0.75114,0.24872,NEW,TRUE,FALSE,FALSE,,
747,883,0.00015256,GRAP2,0.0065232,0.99332,KNOWN,FALSE,TRUE,FALSE,,
748,1035,0.0001602,IL1A,0.30613,0.69371,KNOWN,TRUE,TRUE,TRUE,,
749,1400,0.00016166,NAIP,0.30422,0.69562,NEW,FALSE,TRUE,FALSE,,
750,560,0.00016237,DPM1,0.027953,0.97188,NEW,FALSE,TRUE,FALSE,,
751,1625,0.00017271,PKD2,3.81E-07,0.99983,KNOWN,FALSE,TRUE,FALSE,,
752,1873,0.00017569,RHOF,0.28674,0.71308,KNOWN,TRUE,FALSE,FALSE,,
753,994,0.00018524,HTR6,0.2758,0.72401,NEW,FALSE,TRUE,FALSE,,
754,1040,0.00018843,IL22,0.51096,0.48885,KNOWN,TRUE,FALSE,FALSE,,
755,2441,0.00019034,ZMAT3,0.092903,0.90691,NEW,TRUE,FALSE,FALSE,,
756,2474,0.00019368,ZNF302,0.091059,0.90875,NEW,TRUE,FALSE,FALSE,,
757,2045,0.00019629,SMCO4,0.83483,0.16498,NEW,TRUE,FALSE,FALSE,,
758,2062,0.00019763,SNRNP27,0.088952,0.91085,NEW,TRUE,FALSE,FALSE,,
759,1797,0.00019768,PYCARD,0.70242,0.29738,KNOWN,TRUE,TRUE,TRUE,,
760,1457,0.0001992,NOL3,0.49939,0.50041,KNOWN,FALSE,TRUE,FALSE,,
761,2244,0.00019928,TNFRSF10B,0.021183,0.97862,KNOWN,TRUE,TRUE,TRUE,,
762,1081,0.00022844,ITGAV,2.11E-09,0.99977,KNOWN,FALSE,TRUE,FALSE,,
763,579,0.00023011,DUSP26,0.2326,0.76717,NEW,TRUE,FALSE,FALSE,,
764,1047,0.00023013,IL4R,0.01739,0.98238,NEW,TRUE,TRUE,TRUE,,
765,1128,0.00023185,KIAA1217,8.46E-11,0.99977,NEW,TRUE,FALSE,FALSE,,
766,275,0.00024242,CCL20,0.67068,0.32908,NEW,TRUE,FALSE,FALSE,,
767,713,0.00024392,FAM172A,0.0033504,0.99641,NEW,TRUE,FALSE,FALSE,,
768,1439,0.00024967,NFYB,0.21715,0.7826,KNOWN,TRUE,FALSE,FALSE,,
769,5,0.00025164,ABCB9,0.00065257,0.9991,NEW,TRUE,FALSE,FALSE,,
770,44,0.00025383,AGFG2,0.015188,0.98456,NEW,TRUE,FALSE,FALSE,,
771,2019,0.00026907,SLC25A27,0.0029131,0.99682,NEW,TRUE,FALSE,FALSE,,
772,1010,0.00027793,IFIT1,0.42809,0.57163,NEW,TRUE,FALSE,FALSE,,
773,978,0.00028382,HOXB7,0.42351,0.5762,KNOWN,FALSE,TRUE,FALSE,,
774,1582,0.00029308,PER1,3.60E-08,0.99971,NEW,FALSE,TRUE,FALSE,,
775,485,0.00030234,CXCL3,0.63353,0.36617,NEW,TRUE,FALSE,FALSE,,
776,999,0.00031026,ID1,0.62899,0.3707,KNOWN,FALSE,TRUE,FALSE,,
777,2493,0.00031512,ZNF490,0.40064,0.59904,NEW,TRUE,FALSE,FALSE,,
778,214,0.00032563,BORA,0.0022184,0.99746,NEW,FALSE,TRUE,FALSE,,
779,2108,0.00033003,SSH1,3.67E-06,0.99967,KNOWN,TRUE,FALSE,FALSE,,
780,461,0.0003328,CSRP1,0.16712,0.83255,NEW,TRUE,FALSE,FALSE,,
781,1543,0.00033366,PARP1,1.48E-07,0.99967,KNOWN,FALSE,TRUE,FALSE,,
782,1718,0.00033439,PRG3,0.16635,0.83332,NEW,TRUE,FALSE,FALSE,,
783,1259,0.00033565,MAPK11,0.010291,0.98937,KNOWN,TRUE,TRUE,TRUE,,
784,2511,0.00034522,ZNF670,0.60985,0.3898,NEW,TRUE,FALSE,FALSE,,
785,203,0.00034786,BLVRA,0.044361,0.95529,NEW,TRUE,TRUE,TRUE,,
786,67,0.0003636,ALPL,0.0018949,0.99774,KNOWN,FALSE,TRUE,FALSE,,
787,528,0.00037318,DERA,0.040497,0.95913,NEW,TRUE,FALSE,FALSE,,
788,2349,0.00037588,UPP1,0.1482,0.85143,NEW,TRUE,FALSE,FALSE,,
789,1124,0.00038766,KEAP1,0.00035101,0.99926,KNOWN,FALSE,TRUE,FALSE,,
790,2407,0.00039438,WWC1,9.63E-10,0.99961,NEW,FALSE,TRUE,FALSE,,
791,2381,0.00041995,VIP,0.33794,0.66164,KNOWN,TRUE,FALSE,FALSE,,
792,1790,0.00042161,PTTG1,0.33708,0.6625,KNOWN,TRUE,FALSE,FALSE,,
793,218,0.00042516,BST2,0.33527,0.66431,NEW,TRUE,FALSE,FALSE,,
794,282,0.00043117,CCNA1,0.0014847,0.99808,NEW,TRUE,TRUE,TRUE,,
795,2274,0.00046552,TP53INP1,0.31577,0.68376,KNOWN,TRUE,FALSE,FALSE,,
796,2482,0.00046761,ZNF365,0.0064515,0.99308,NEW,TRUE,FALSE,FALSE,,
797,1447,0.00047049,NKX3-1,0.3135,0.68603,NEW,FALSE,TRUE,FALSE,,
798,1744,0.00047089,PROS1,5.37E-05,0.99948,KNOWN,TRUE,TRUE,TRUE,,
799,123,0.00047308,ARHGEF10L,3.67E-09,0.99953,NEW,TRUE,FALSE,FALSE,,
800,2098,0.0004821,SPRY4,0.30832,0.6912,NEW,FALSE,TRUE,FALSE,,
801,893,0.00048726,GRK6,5.12E-05,0.99946,NEW,FALSE,TRUE,FALSE,,
802,1446,0.00050065,NKIRAS1,0.30032,0.69918,NEW,FALSE,TRUE,FALSE,,
803,464,0.00050202,CTGF,0.10908,0.89042,KNOWN,FALSE,TRUE,FALSE,,
804,2468,0.00050407,ZNF254,0.53703,0.46246,NEW,TRUE,FALSE,FALSE,,
805,834,0.00052334,GFI1B,0.025848,0.97363,KNOWN,TRUE,FALSE,FALSE,,
806,46,0.00053161,AGTR1,0.28774,0.71173,KNOWN,FALSE,TRUE,FALSE,,
807,2460,0.00053339,ZNF222,0.52555,0.47391,NEW,TRUE,FALSE,FALSE,,
808,1753,0.00053736,PSEN2,0.0052979,0.99416,KNOWN,FALSE,TRUE,FALSE,,
809,399,0.00053852,CISH,0.28505,0.71441,KNOWN,TRUE,FALSE,FALSE,,
810,1964,0.00054103,SEMA4B,8.91E-06,0.99945,NEW,TRUE,FALSE,FALSE,,
811,551,0.00056753,DNM1L,1.68E-06,0.99943,NEW,TRUE,FALSE,FALSE,,
812,2024,0.00058122,SLC37A1,3.97E-05,0.99938,NEW,TRUE,FALSE,FALSE,,
813,1976,0.00059629,SESN1,0.00093302,0.99847,NEW,TRUE,FALSE,FALSE,,
814,262,0.00060921,CBL,1.52E-06,0.99939,KNOWN,FALSE,TRUE,FALSE,,
815,1097,0.0006158,JAM3,0.020722,0.97866,NEW,FALSE,TRUE,FALSE,,
816,1883,0.00063244,RIT2,0.25232,0.74705,KNOWN,TRUE,FALSE,FALSE,,
817,122,0.0006377,ARHGDIB,0.25067,0.74869,KNOWN,FALSE,TRUE,FALSE,,
818,517,0.00068309,DDIT4,0.23717,0.76215,KNOWN,TRUE,TRUE,TRUE,,
819,1794,0.00069944,PWP2,1.25E-06,0.9993,KNOWN,TRUE,FALSE,FALSE,,
820,345,0.0007058,CDH13,0.00014844,0.99915,NEW,TRUE,FALSE,FALSE,,
821,2075,0.00072272,SOD3,0.46176,0.53752,NEW,FALSE,TRUE,FALSE,,
822,1886,0.00073035,RNF150,0.016391,0.98288,NEW,TRUE,FALSE,FALSE,,
823,290,0.00073222,CCNG1,0.070338,0.92893,KNOWN,TRUE,FALSE,FALSE,,
824,784,0.0007414,FOXM1,0.00013831,0.99912,NEW,TRUE,TRUE,TRUE,,
825,2127,0.00076687,STK38,0.00065031,0.99858,KNOWN,FALSE,TRUE,FALSE,,
826,496,0.00077316,CYTH4,0.00064273,0.99858,NEW,TRUE,FALSE,FALSE,,
827,2275,0.00077469,TP53RK,0.44678,0.55244,NEW,TRUE,TRUE,TRUE,,
828,1154,0.00078803,KRAS,0.21019,0.78902,KNOWN,FALSE,TRUE,FALSE,,
829,302,0.000789,CCSER1,2.56E-05,0.99919,NEW,TRUE,FALSE,FALSE,,
830,315,0.00078914,CD4,0.0030661,0.99614,KNOWN,FALSE,TRUE,FALSE,,
831,1491,0.00080686,NRP2,2.05E-07,0.99919,KNOWN,TRUE,FALSE,FALSE,,
832,292,0.00081328,CCNH,0.014121,0.98507,KNOWN,FALSE,TRUE,FALSE,,
833,1878,0.00081408,RIN2,2.45E-05,0.99916,KNOWN,TRUE,FALSE,FALSE,,
834,1782,0.00081616,PTPRE,2.02E-07,0.99918,NEW,TRUE,TRUE,TRUE,,
835,2506,0.00081785,ZNF613,0.0029137,0.99627,NEW,TRUE,FALSE,FALSE,,
836,34,0.00081816,ADRA2A,0.20337,0.79582,NEW,TRUE,TRUE,TRUE,,
837,2197,0.00084274,TFPI2,0.19807,0.80109,NEW,TRUE,FALSE,FALSE,,
838,2101,0.00086035,SQSTM1,0.013058,0.98608,KNOWN,TRUE,TRUE,TRUE,,
839,2142,0.00086302,SVIL,3.60E-17,0.99914,NEW,TRUE,FALSE,FALSE,,
840,637,0.00086946,ELF5,0.012868,0.98626,NEW,TRUE,FALSE,FALSE,,
841,1963,0.00087445,SEMA3C,4.47E-06,0.99912,KNOWN,TRUE,FALSE,FALSE,,
842,1147,0.0008747,KLRD1,0.19151,0.80762,NEW,FALSE,TRUE,FALSE,,
843,2347,0.0008813,UNC5C,8.94E-07,0.99912,KNOWN,TRUE,FALSE,FALSE,,
844,2195,0.00088929,TFF1,0.63894,0.36017,NEW,TRUE,FALSE,FALSE,,
845,2290,0.00089084,TRH,0.18833,0.81078,NEW,TRUE,FALSE,FALSE,,
846,2034,0.00089665,SLPI,0.41494,0.58416,NEW,FALSE,TRUE,FALSE,,
847,1687,0.00090639,PPM1M,0.053998,0.9451,NEW,FALSE,TRUE,FALSE,,
848,1291,0.00091697,MC4R,0.41003,0.58905,NEW,FALSE,TRUE,FALSE,,
849,470,0.00091747,CTSD,0.011938,0.98714,KNOWN,TRUE,TRUE,TRUE,,
850,1475,0.00093892,NR1H4,0.00048629,0.99857,KNOWN,TRUE,FALSE,FALSE,,
851,22,0.00096719,ACVRL1,0.0022927,0.99674,KNOWN,FALSE,TRUE,FALSE,,
852,570,0.00098982,DTX1,0.0022181,0.99679,NEW,FALSE,TRUE,FALSE,,
853,2131,0.0010128,STRADB,0.0021464,0.99684,KNOWN,FALSE,TRUE,FALSE,,
854,100,0.0010662,APOL4,0.37697,0.62197,NEW,TRUE,FALSE,FALSE,,
855,953,0.0010997,HLA-DRB1,0.15392,0.84498,NEW,TRUE,FALSE,FALSE,,
856,701,0.0011118,F2,1.56E-05,0.99887,KNOWN,FALSE,TRUE,FALSE,,
857,523,0.0011637,DEFB4A,0.76323,0.2356,NEW,TRUE,FALSE,FALSE,,
858,6,0.0011727,ABCC1,8.23E-12,0.99883,KNOWN,TRUE,FALSE,FALSE,,
859,1869,0.0011919,RHBDF2,2.86E-06,0.99881,NEW,TRUE,FALSE,FALSE,,
860,1798,0.0012566,RAB31,0.13433,0.86442,NEW,TRUE,FALSE,FALSE,,
861,1369,0.0012631,MTMR9,6.43E-05,0.99867,NEW,TRUE,FALSE,FALSE,,
862,2318,0.0012734,TTK,1.07E-07,0.99873,KNOWN,TRUE,TRUE,TRUE,,
863,881,0.0013146,GRAMD1A,2.49E-06,0.99868,NEW,TRUE,FALSE,FALSE,,
864,2415,0.0013246,XXYLT1,0.12707,0.8716,NEW,TRUE,FALSE,FALSE,,
865,941,0.0013299,HLA-A,0.0070824,0.99159,NEW,FALSE,TRUE,FALSE,,
866,1531,0.0013306,PAK1,5.97E-05,0.99861,KNOWN,TRUE,TRUE,TRUE,,
867,976,0.0013606,HOXA7,0.32391,0.67473,NEW,TRUE,FALSE,FALSE,,
868,508,0.0013944,DBI,0.31865,0.67996,NEW,TRUE,FALSE,FALSE,,
869,770,0.0014045,FN1,6.05E-21,0.9986,KNOWN,TRUE,TRUE,TRUE,,
870,1777,0.0014228,PTPN5,5.42E-05,0.99852,NEW,FALSE,TRUE,FALSE,,
871,2510,0.001452,ZNF669,0.30999,0.68856,NEW,TRUE,FALSE,FALSE,,
872,250,0.0015026,CASP2,0.0012196,0.99728,KNOWN,TRUE,TRUE,TRUE,,
873,106,0.0015429,ARFGAP1,0.00023811,0.99822,NEW,FALSE,TRUE,FALSE,,
874,1059,0.0015595,IPCEF1,0.0011562,0.99728,NEW,TRUE,FALSE,FALSE,,
875,2258,0.0015926,TNIP2,0.0054855,0.99292,KNOWN,FALSE,TRUE,FALSE,,
876,2046,0.001598,SMCR8,0.0011164,0.99729,NEW,FALSE,TRUE,FALSE,,
877,1572,0.0016769,PDLIM5,4.28E-05,0.99828,NEW,TRUE,FALSE,FALSE,,
878,1802,0.0017041,RACGAP1,8.45E-06,0.99829,NEW,FALSE,TRUE,FALSE,,
879,1084,0.0017189,ITGB3,8.35E-06,0.99827,KNOWN,FALSE,TRUE,FALSE,,
880,1994,0.0017351,SHC1,0.00099193,0.99727,KNOWN,TRUE,TRUE,TRUE,,
881,280,0.0017516,CCL5,0.50901,0.48924,KNOWN,TRUE,TRUE,TRUE,,
882,1946,0.001802,SASH1,1.31E-08,0.9982,NEW,TRUE,FALSE,FALSE,,
883,72,0.0018316,AMOTL1,3.12E-07,0.99817,NEW,TRUE,FALSE,FALSE,,
884,365,0.0018575,CDKN1A,0.25882,0.73932,KNOWN,TRUE,TRUE,TRUE,,
885,99,0.0018685,APOE,0.086502,0.91163,KNOWN,TRUE,FALSE,FALSE,,
886,1910,0.0019056,RPS6KA1,7.20E-06,0.99809,KNOWN,FALSE,TRUE,FALSE,,
887,370,0.0019455,CDKN3,0.019623,0.97843,KNOWN,FALSE,TRUE,FALSE,,
888,1406,0.0020702,NCK1,0.018015,0.97992,KNOWN,FALSE,TRUE,FALSE,,
889,2389,0.0021149,VRK1,0.0007463,0.99714,NEW,TRUE,TRUE,TRUE,,
890,707,0.002225,FAM111A,0.67044,0.32734,NEW,TRUE,FALSE,FALSE,,
891,243,0.002287,CAMK2D,2.73E-05,0.99769,KNOWN,TRUE,TRUE,TRUE,,
892,395,0.0023008,CHN2,0.0006611,0.99704,NEW,TRUE,TRUE,TRUE,,
893,1980,0.0023046,SGK1,0.00013363,0.99756,KNOWN,TRUE,TRUE,TRUE,,
894,1922,0.002357,RRM2B,0.0031366,0.99451,KNOWN,TRUE,FALSE,FALSE,,
895,1555,0.0023713,PCBP4,0.0031094,0.99452,KNOWN,TRUE,FALSE,FALSE,,
896,943,0.002381,HLA-DMA,0.064625,0.93299,NEW,TRUE,FALSE,FALSE,,
897,2130,0.0024144,STOML2,0.0030303,0.99456,NEW,FALSE,TRUE,FALSE,,
898,944,0.0024627,HLA-DMB,0.06198,0.93556,NEW,TRUE,FALSE,FALSE,,
899,1988,0.0025338,SH3BP4,0.00011656,0.99735,NEW,TRUE,TRUE,TRUE,,
900,2272,0.0025482,TP53BP2,7.94E-09,0.99745,KNOWN,FALSE,TRUE,FALSE,,
901,406,0.0025864,CLSPN,6.44E-11,0.99741,NEW,FALSE,TRUE,FALSE,,
902,2214,0.0025936,TICAM2,0.013174,0.98423,NEW,FALSE,TRUE,FALSE,,
903,1754,0.0027499,PSMB9,0.053972,0.94328,KNOWN,TRUE,FALSE,FALSE,,
904,625,0.0027603,EIF2AK3,3.50E-08,0.99724,NEW,TRUE,TRUE,TRUE,,
905,650,0.0027913,ENPP2,6.96E-09,0.99721,NEW,TRUE,FALSE,FALSE,,
906,1756,0.0028024,PSTPIP2,0.0001008,0.9971,NEW,TRUE,FALSE,FALSE,,
907,1070,0.002899,ISG20,0.40044,0.59666,NEW,TRUE,FALSE,FALSE,,
908,488,0.0029304,CXCL9,0.39808,0.59899,NEW,TRUE,FALSE,FALSE,,
909,2097,0.0030398,SPRY1,0.16842,0.82854,KNOWN,FALSE,TRUE,FALSE,,
910,2203,0.0030577,TGFBR3,3.64E-06,0.99694,NEW,TRUE,FALSE,FALSE,,
911,1266,0.0031023,MAPK7,0.00042983,0.99647,KNOWN,FALSE,TRUE,FALSE,,
912,2319,0.0031466,TUB,8.53E-05,0.99677,NEW,FALSE,TRUE,FALSE,,
913,1188,0.0031502,LIMS1,0.010029,0.98682,NEW,TRUE,TRUE,TRUE,,
914,2079,0.0031696,SORCS2,5.79E-09,0.99683,NEW,TRUE,FALSE,FALSE,,
