Table S8: IEI Candidate Genes with Average in T Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
341,T cell,EHD1,29.65714286,NEW,TRUE,FALSE,FALSE,,
342,T cell,EI24,7.171428571,NEW,TRUE,FALSE,FALSE,,
343,T cell,EIF2A,40.14285714,NEW,FALSE,TRUE,FALSE,,
344,T cell,EIF2AK1,7.014285714,NEW,TRUE,FALSE,FALSE,,
345,T cell,EIF2AK2,11.9,KNOWN,TRUE,TRUE,TRUE,,
346,T cell,EIF2AK4,7.114285714,NEW,FALSE,TRUE,FALSE,,
347,T cell,EIF2S1,51.71428571,NEW,TRUE,TRUE,TRUE,,
348,T cell,EIF3H,365.9857143,NEW,TRUE,FALSE,FALSE,,
349,T cell,EIF4B,118.5285714,KNOWN,FALSE,TRUE,FALSE,,
350,T cell,EIF4E,39.52857143,KNOWN,TRUE,TRUE,TRUE,,
351,T cell,EIF4EBP1,20.11428571,KNOWN,FALSE,TRUE,FALSE,,
352,T cell,EIF4G2,254.9571429,NEW,FALSE,TRUE,FALSE,,
353,T cell,ELAVL1,20.27142857,NEW,TRUE,TRUE,TRUE,,
354,T cell,ELF1,74.75714286,NEW,TRUE,FALSE,FALSE,,
355,T cell,ELF4,5.114285714,NEW,TRUE,FALSE,FALSE,,
356,T cell,ELK1,6.628571429,KNOWN,FALSE,TRUE,FALSE,,
357,T cell,ELL,4.114285714,NEW,TRUE,FALSE,FALSE,,
358,T cell,ELMO1,27.48571429,KNOWN,TRUE,TRUE,TRUE,,
359,T cell,ELP1,5.3,NEW,FALSE,TRUE,FALSE,,
360,T cell,ELP3,21.28571429,KNOWN,TRUE,FALSE,FALSE,,
361,T cell,EMC2,19.97142857,NEW,TRUE,FALSE,FALSE,,
362,T cell,EML2,4.8,NEW,TRUE,FALSE,FALSE,,
363,T cell,ENOX2,10.74285714,NEW,TRUE,FALSE,FALSE,,
364,T cell,ENTPD1,2.728571429,NEW,TRUE,FALSE,FALSE,,
365,T cell,EP300,1.542857143,KNOWN,TRUE,TRUE,TRUE,,
366,T cell,EP400,1.057142857,KNOWN,FALSE,TRUE,FALSE,,
367,T cell,EPB41L2,1.085714286,NEW,TRUE,FALSE,FALSE,,
368,T cell,EPHA1,1.171428571,KNOWN,FALSE,TRUE,FALSE,,
369,T cell,EPHA4,1.414285714,KNOWN,FALSE,TRUE,FALSE,,
370,T cell,EPOR,2.8,KNOWN,FALSE,TRUE,FALSE,,
371,T cell,EPS15,11.6,KNOWN,FALSE,TRUE,FALSE,,
372,T cell,EPSTI1,17.8,NEW,TRUE,FALSE,FALSE,,
373,T cell,ERAP1,18.94285714,NEW,TRUE,FALSE,FALSE,,
374,T cell,ERBB2,1.342857143,NEW,FALSE,TRUE,FALSE,,
375,T cell,ERBIN,4.385714286,NEW,FALSE,TRUE,FALSE,,
376,T cell,ERC1,1.214285714,KNOWN,TRUE,FALSE,FALSE,,
377,T cell,ERCC1,43.48571429,KNOWN,TRUE,FALSE,FALSE,,
378,T cell,ERCC5,19.44285714,KNOWN,FALSE,TRUE,FALSE,,
379,T cell,ERCC6,2.871428571,NEW,FALSE,TRUE,FALSE,,
380,T cell,ERGIC1,2.442857143,NEW,TRUE,FALSE,FALSE,,
381,T cell,ERN1,4.042857143,KNOWN,TRUE,TRUE,TRUE,,
382,T cell,ESYT2,4.757142857,NEW,TRUE,FALSE,FALSE,,
383,T cell,ETS1,26.3,KNOWN,TRUE,TRUE,TRUE,,
384,T cell,ETS2,2.785714286,KNOWN,TRUE,TRUE,TRUE,,
385,T cell,ETV3,4.257142857,NEW,TRUE,FALSE,FALSE,,
386,T cell,ETV6,1.185714286,NEW,TRUE,FALSE,FALSE,,
387,T cell,ETV7,4,NEW,TRUE,FALSE,FALSE,,
388,T cell,EVL,22.12857143,NEW,TRUE,FALSE,FALSE,,
389,T cell,EXOC4,10.55714286,KNOWN,TRUE,FALSE,FALSE,,
390,T cell,EXOC6,2.885714286,NEW,TRUE,FALSE,FALSE,,
391,T cell,EZH2,2.371428571,KNOWN,TRUE,TRUE,TRUE,,
392,T cell,EZR,205.3428571,NEW,TRUE,TRUE,TRUE,,
393,T cell,F2R,9.928571429,KNOWN,FALSE,TRUE,FALSE,,
394,T cell,F5,1.057142857,NEW,FALSE,TRUE,FALSE,,
395,T cell,F8,4.771428571,KNOWN,TRUE,FALSE,FALSE,,
396,T cell,FAF1,4.142857143,KNOWN,TRUE,FALSE,FALSE,,
397,T cell,FAM111A,2.714285714,NEW,TRUE,FALSE,FALSE,,
398,T cell,FAM129A,4.6,NEW,TRUE,FALSE,FALSE,,
399,T cell,FAM13A,1.328571429,NEW,TRUE,TRUE,TRUE,,
400,T cell,FAM171A1,2.671428571,NEW,TRUE,FALSE,FALSE,,
401,T cell,FAM172A,7.1,NEW,TRUE,FALSE,FALSE,,
402,T cell,FAM49B,120.0285714,NEW,TRUE,FALSE,FALSE,,
403,T cell,FAM78A,8.985714286,NEW,TRUE,FALSE,FALSE,,
404,T cell,FANCG,4.671428571,KNOWN,FALSE,TRUE,FALSE,,
405,T cell,FAS,25.2,NEW,TRUE,TRUE,TRUE,,
406,T cell,FASLG,23.34285714,NEW,TRUE,TRUE,TRUE,,
407,T cell,FBP1,7.542857143,KNOWN,TRUE,FALSE,FALSE,,
408,T cell,FBXO11,1.657142857,NEW,TRUE,FALSE,FALSE,,
409,T cell,FBXO5,4.457142857,NEW,TRUE,TRUE,TRUE,,
410,T cell,FBXW11,5.328571429,KNOWN,TRUE,FALSE,FALSE,,
411,T cell,FBXW7,3.457142857,KNOWN,TRUE,TRUE,TRUE,,
412,T cell,FCER1A,2.671428571,KNOWN,TRUE,FALSE,FALSE,,
413,T cell,FCER1G,18.42857143,KNOWN,FALSE,TRUE,FALSE,,
414,T cell,FCGRT,40.41428571,KNOWN,TRUE,FALSE,FALSE,,
415,T cell,FCHSD2,3,NEW,TRUE,FALSE,FALSE,,
416,T cell,FDPS,82.97142857,NEW,TRUE,FALSE,FALSE,,
417,T cell,FDXR,6.371428571,NEW,TRUE,FALSE,FALSE,,
418,T cell,FEN1,13.98571429,KNOWN,FALSE,TRUE,FALSE,,
419,T cell,FER,1.328571429,KNOWN,FALSE,TRUE,FALSE,,
420,T cell,FGFR1,1.471428571,KNOWN,FALSE,TRUE,FALSE,,
421,T cell,FGGY,2.871428571,NEW,TRUE,FALSE,FALSE,,
422,T cell,FGR,57.94285714,KNOWN,FALSE,TRUE,FALSE,,
423,T cell,FHIT,19.58571429,NEW,TRUE,FALSE,FALSE,,
424,T cell,FHL2,1.285714286,KNOWN,TRUE,TRUE,TRUE,,
425,T cell,FKBP1A,129.5,KNOWN,FALSE,TRUE,FALSE,,
426,T cell,FKBP5,77.75714286,NEW,TRUE,FALSE,FALSE,,
427,T cell,FKBP8,13.5,KNOWN,FALSE,TRUE,FALSE,,
428,T cell,FLI1,8.057142857,KNOWN,TRUE,TRUE,TRUE,,
429,T cell,FLNA,26.07142857,KNOWN,FALSE,TRUE,FALSE,,
430,T cell,FLNB,2.242857143,NEW,TRUE,FALSE,FALSE,,
431,T cell,FMR1,2.528571429,NEW,FALSE,TRUE,FALSE,,
432,T cell,FNBP1,9.471428571,NEW,TRUE,FALSE,FALSE,,
433,T cell,FNDC3B,2.028571429,NEW,TRUE,FALSE,FALSE,,
434,T cell,FNTA,9.928571429,NEW,FALSE,TRUE,FALSE,,
435,T cell,FOCAD,2.685714286,NEW,TRUE,FALSE,FALSE,,
436,T cell,FOSL2,3.528571429,KNOWN,TRUE,FALSE,FALSE,,
437,T cell,FOXJ3,8.142857143,NEW,TRUE,FALSE,FALSE,,
438,T cell,FOXK1,1.714285714,NEW,TRUE,FALSE,FALSE,,
439,T cell,FOXN3,33.8,NEW,TRUE,FALSE,FALSE,,
440,T cell,FOXO1,2.285714286,KNOWN,TRUE,FALSE,FALSE,,
441,T cell,FOXO3,2.471428571,KNOWN,TRUE,TRUE,TRUE,,
442,T cell,FOXP1,34.04285714,KNOWN,TRUE,FALSE,FALSE,,
443,T cell,FRMD4B,4.9,NEW,TRUE,FALSE,FALSE,,
444,T cell,FRS2,2.685714286,KNOWN,FALSE,TRUE,FALSE,,
445,T cell,FRYL,1.671428571,NEW,TRUE,FALSE,FALSE,,
446,T cell,FTO,25.01428571,NEW,TRUE,FALSE,FALSE,,
447,T cell,FUS,34.02857143,KNOWN,FALSE,TRUE,FALSE,,
448,T cell,FYB1,153.8857143,NEW,TRUE,FALSE,FALSE,,
449,T cell,FYN,102.2,KNOWN,TRUE,TRUE,TRUE,,
450,T cell,G3BP1,81.12857143,KNOWN,FALSE,TRUE,FALSE,,
451,T cell,GABPA,5.114285714,KNOWN,TRUE,FALSE,FALSE,,
452,T cell,GADD45A,5.257142857,KNOWN,TRUE,TRUE,TRUE,,
453,T cell,GADD45B,46.04285714,KNOWN,TRUE,FALSE,FALSE,,
454,T cell,GALNT10,2,NEW,TRUE,FALSE,FALSE,,
455,T cell,GALNT2,3.571428571,KNOWN,TRUE,FALSE,FALSE,,
456,T cell,GAPDH,1239.957143,NEW,FALSE,TRUE,FALSE,,
457,T cell,GAS7,1.042857143,KNOWN,TRUE,FALSE,FALSE,,
458,T cell,GATA3,26.9,KNOWN,TRUE,TRUE,TRUE,,
459,T cell,GATAD2A,2.085714286,KNOWN,TRUE,FALSE,FALSE,,
460,T cell,GBP1,79.44285714,NEW,TRUE,FALSE,FALSE,,
461,T cell,GIT1,1.528571429,NEW,FALSE,TRUE,FALSE,,
462,T cell,GLIPR2,104.0571429,NEW,TRUE,FALSE,FALSE,,
463,T cell,GLRX,219.4571429,KNOWN,FALSE,TRUE,FALSE,,
464,T cell,GLS,4.628571429,NEW,TRUE,FALSE,FALSE,,
465,T cell,GM2A,4.057142857,NEW,TRUE,FALSE,FALSE,,
466,T cell,GMDS,8.642857143,NEW,TRUE,FALSE,FALSE,,
467,T cell,GNA13,6.828571429,NEW,FALSE,TRUE,FALSE,,
468,T cell,GNA15,1.657142857,KNOWN,FALSE,TRUE,FALSE,,
469,T cell,GNAI2,14.97142857,KNOWN,TRUE,TRUE,TRUE,,
470,T cell,GNAI3,6.771428571,NEW,FALSE,TRUE,FALSE,,
471,T cell,GNAQ,1.714285714,KNOWN,TRUE,TRUE,TRUE,,
472,T cell,GNAS,38.14285714,NEW,FALSE,TRUE,FALSE,,
473,T cell,GNB2,15.5,NEW,FALSE,TRUE,FALSE,,
474,T cell,GNB5,24.45714286,NEW,FALSE,TRUE,FALSE,,
475,T cell,GNG2,109.7142857,KNOWN,FALSE,TRUE,FALSE,,
476,T cell,GOLPH3,8.4,NEW,TRUE,FALSE,FALSE,,
477,T cell,GORASP1,1.742857143,NEW,FALSE,TRUE,FALSE,,
478,T cell,GPATCH2,2.357142857,NEW,TRUE,FALSE,FALSE,,
479,T cell,GPCPD1,3.014285714,NEW,TRUE,FALSE,FALSE,,
480,T cell,GPR132,5.071428571,NEW,TRUE,FALSE,FALSE,,
481,T cell,GPR141,2.242857143,NEW,TRUE,FALSE,FALSE,,
482,T cell,GPR146,7.857142857,NEW,TRUE,FALSE,FALSE,,
483,T cell,GRAMD1A,3.785714286,NEW,TRUE,FALSE,FALSE,,
484,T cell,GRAP2,42.74285714,KNOWN,FALSE,TRUE,FALSE,,
485,T cell,GRB2,50.12857143,KNOWN,TRUE,TRUE,TRUE,,
486,T cell,GRK2,5.842857143,NEW,TRUE,TRUE,TRUE,,
487,T cell,GRK5,5.8,KNOWN,TRUE,TRUE,TRUE,,
488,T cell,GRK6,20.11428571,NEW,FALSE,TRUE,FALSE,,
489,T cell,GRN,32.54285714,KNOWN,FALSE,TRUE,FALSE,,
490,T cell,GSAP,4.614285714,NEW,TRUE,FALSE,FALSE,,
491,T cell,GSK3B,1.342857143,KNOWN,TRUE,TRUE,TRUE,,
492,T cell,GSN,1.614285714,KNOWN,TRUE,TRUE,TRUE,,
493,T cell,GSTK1,384.7714286,NEW,TRUE,FALSE,FALSE,,
494,T cell,GSTP1,414.5428571,KNOWN,TRUE,FALSE,FALSE,,
495,T cell,GTDC1,5.885714286,NEW,TRUE,FALSE,FALSE,,
496,T cell,GTF2H1,8.971428571,KNOWN,FALSE,TRUE,FALSE,,
497,T cell,GTF2I,13.12857143,KNOWN,TRUE,TRUE,TRUE,,
498,T cell,GZMB,359.8142857,NEW,FALSE,TRUE,FALSE,,
499,T cell,H2AFX,1.314285714,KNOWN,FALSE,TRUE,FALSE,,
500,T cell,HABP4,1.028571429,NEW,TRUE,FALSE,FALSE,,
501,T cell,HBP1,39.55714286,NEW,TRUE,FALSE,FALSE,,
502,T cell,HCFC1,2.385714286,KNOWN,TRUE,FALSE,FALSE,,
503,T cell,HCK,1.128571429,KNOWN,TRUE,TRUE,TRUE,,
504,T cell,HDAC1,125.8714286,KNOWN,TRUE,TRUE,TRUE,,
505,T cell,HDAC2,33.54285714,KNOWN,FALSE,TRUE,FALSE,,
506,T cell,HDAC3,40.85714286,KNOWN,FALSE,TRUE,FALSE,,
507,T cell,HDAC4,1.714285714,KNOWN,TRUE,TRUE,TRUE,,
508,T cell,HDAC6,3.442857143,KNOWN,FALSE,TRUE,FALSE,,
509,T cell,HDAC9,2.685714286,KNOWN,TRUE,FALSE,FALSE,,
510,T cell,HERC1,5.514285714,NEW,TRUE,FALSE,FALSE,,
511,T cell,HIF1A,13.74285714,KNOWN,TRUE,TRUE,TRUE,,
512,T cell,HIPK3,3.9,KNOWN,TRUE,FALSE,FALSE,,
513,T cell,HIST1H2AM,8.857142857,NEW,FALSE,TRUE,FALSE,,
514,T cell,HIST1H2BB,1.557142857,KNOWN,TRUE,FALSE,FALSE,,
515,T cell,HIST2H2AC,22.21428571,KNOWN,FALSE,TRUE,FALSE,,
516,T cell,HIVEP1,1.971428571,NEW,TRUE,FALSE,FALSE,,
517,T cell,HIVEP2,1.128571429,NEW,TRUE,FALSE,FALSE,,
518,T cell,HK1,46.54285714,NEW,TRUE,FALSE,FALSE,,
519,T cell,HLA-A,135.5,NEW,FALSE,TRUE,FALSE,,
520,T cell,HLA-B,330.2571429,NEW,FALSE,TRUE,FALSE,,
521,T cell,HLA-DPA1,14.87142857,NEW,TRUE,FALSE,FALSE,,
522,T cell,HLA-DPB1,28.61428571,KNOWN,TRUE,FALSE,FALSE,,
523,T cell,HLA-DQA1,6.628571429,NEW,TRUE,FALSE,FALSE,,
524,T cell,HLA-DQB1,12.5,NEW,TRUE,FALSE,FALSE,,
525,T cell,HLA-DRA,5.014285714,KNOWN,TRUE,FALSE,FALSE,,
526,T cell,HLA-DRB1,14.02857143,NEW,TRUE,FALSE,FALSE,,
527,T cell,HLA-DRB5,1.328571429,NEW,TRUE,FALSE,FALSE,,
528,T cell,HLA-E,173.4857143,KNOWN,TRUE,TRUE,TRUE,,
529,T cell,HLA-F,25.37142857,KNOWN,TRUE,FALSE,FALSE,,
530,T cell,HM13,104.6,NEW,TRUE,FALSE,FALSE,,
531,T cell,HMGA1,38.95714286,KNOWN,TRUE,FALSE,FALSE,,
532,T cell,HMGB1,503.3142857,KNOWN,TRUE,TRUE,TRUE,,
533,T cell,HMGB2,126.7571429,KNOWN,FALSE,TRUE,FALSE,,
534,T cell,HMGN1,149.7714286,NEW,FALSE,TRUE,FALSE,,
535,T cell,HNRNPK,343.3,NEW,TRUE,TRUE,TRUE,,
536,T cell,HNRNPM,83.78571429,NEW,FALSE,TRUE,FALSE,,
537,T cell,HNRNPR,43.18571429,NEW,TRUE,FALSE,FALSE,,
538,T cell,HNRNPU,20.35714286,NEW,TRUE,TRUE,TRUE,,
539,T cell,HNRNPUL1,12.47142857,KNOWN,TRUE,FALSE,FALSE,,
540,T cell,HOOK2,1.357142857,NEW,TRUE,FALSE,FALSE,,
541,T cell,HPCAL1,30.42857143,NEW,TRUE,FALSE,FALSE,,
542,T cell,HS1BP3,4.085714286,NEW,TRUE,FALSE,FALSE,,
543,T cell,HSF1,17.57142857,KNOWN,FALSE,TRUE,FALSE,,
544,T cell,HSP90AA1,167.5285714,NEW,TRUE,TRUE,TRUE,,
545,T cell,HSP90AB1,411.3285714,KNOWN,TRUE,TRUE,TRUE,,
546,T cell,HSP90B1,165.0571429,KNOWN,FALSE,TRUE,FALSE,,
547,T cell,HSPA1A,1.2,KNOWN,FALSE,TRUE,FALSE,,
548,T cell,HSPB1,69.45714286,KNOWN,TRUE,TRUE,TRUE,,
549,T cell,HSPD1,57.38571429,KNOWN,FALSE,TRUE,FALSE,,
550,T cell,HTRA2,4.4,KNOWN,FALSE,TRUE,FALSE,,
551,T cell,ICAM1,4.942857143,KNOWN,TRUE,TRUE,TRUE,,
552,T cell,ICAM4,1.2,NEW,TRUE,FALSE,FALSE,,
553,T cell,ID2,189.5857143,KNOWN,FALSE,TRUE,FALSE,,
554,T cell,ID3,35.9,KNOWN,FALSE,TRUE,FALSE,,
555,T cell,IFI16,52.97142857,KNOWN,TRUE,TRUE,TRUE,,
556,T cell,IFI35,37.61428571,NEW,TRUE,FALSE,FALSE,,
557,T cell,IFI6,125.4285714,NEW,TRUE,FALSE,FALSE,,
558,T cell,IFIT1,8.085714286,NEW,TRUE,FALSE,FALSE,,
559,T cell,IFIT3,4.957142857,NEW,TRUE,FALSE,FALSE,,
560,T cell,IFITM1,1767.328571,KNOWN,TRUE,TRUE,TRUE,,
561,T cell,IFITM3,49.61428571,NEW,TRUE,FALSE,FALSE,,
562,T cell,IFNG,2.771428571,KNOWN,TRUE,TRUE,TRUE,,
563,T cell,IGF2R,1.428571429,KNOWN,TRUE,FALSE,FALSE,,
564,T cell,IGFBP3,7.757142857,KNOWN,TRUE,TRUE,TRUE,,
565,T cell,IKBKE,25.08571429,KNOWN,TRUE,TRUE,TRUE,,
566,T cell,IL15,2.785714286,KNOWN,TRUE,FALSE,FALSE,,
567,T cell,IL15RA,16.11428571,KNOWN,TRUE,TRUE,TRUE,,
568,T cell,IL16,178.6571429,NEW,TRUE,TRUE,TRUE,,
569,T cell,IL1RAP,2.028571429,KNOWN,FALSE,TRUE,FALSE,,
570,T cell,IL23A,15.32857143,KNOWN,TRUE,FALSE,FALSE,,
571,T cell,IL4R,4.571428571,NEW,TRUE,TRUE,TRUE,,
572,T cell,ILK,110.1285714,KNOWN,FALSE,TRUE,FALSE,,
573,T cell,IMMP2L,15.64285714,NEW,TRUE,FALSE,FALSE,,
574,T cell,ING1,14.12857143,KNOWN,TRUE,FALSE,FALSE,,
575,T cell,INPP4A,2.2,NEW,TRUE,FALSE,FALSE,,
576,T cell,INPP4B,14.25714286,NEW,TRUE,FALSE,FALSE,,
577,T cell,INPP5D,9.971428571,NEW,TRUE,FALSE,FALSE,,
578,T cell,INTS7,8.471428571,NEW,TRUE,FALSE,FALSE,,
579,T cell,IPCEF1,18.68571429,NEW,TRUE,FALSE,FALSE,,
580,T cell,IQGAP1,15.44285714,KNOWN,FALSE,TRUE,FALSE,,
581,T cell,IQGAP2,3.857142857,KNOWN,TRUE,FALSE,FALSE,,
582,T cell,IQSEC1,1.957142857,NEW,TRUE,FALSE,FALSE,,
583,T cell,IRAK2,3.114285714,KNOWN,FALSE,TRUE,FALSE,,
584,T cell,IRF1,116.3857143,KNOWN,TRUE,TRUE,TRUE,,
585,T cell,IRF2,78.85714286,KNOWN,TRUE,FALSE,FALSE,,
586,T cell,IRF5,2.142857143,NEW,TRUE,TRUE,TRUE,,
587,T cell,ISG20,486.4285714,NEW,TRUE,FALSE,FALSE,,
588,T cell,ITGA4,34.17142857,KNOWN,FALSE,TRUE,FALSE,,
589,T cell,ITGA5,9.214285714,KNOWN,FALSE,TRUE,FALSE,,
590,T cell,ITGA6,7.357142857,KNOWN,FALSE,TRUE,FALSE,,
591,T cell,ITGAL,27.92857143,KNOWN,FALSE,TRUE,FALSE,,
592,T cell,ITGAM,8.771428571,KNOWN,TRUE,TRUE,TRUE,,
593,T cell,ITGAX,1.042857143,NEW,FALSE,TRUE,FALSE,,
594,T cell,ITGB1,158.5142857,KNOWN,FALSE,TRUE,FALSE,,
595,T cell,ITGB7,48.82857143,NEW,TRUE,TRUE,TRUE,,
596,T cell,ITPR1,1.028571429,KNOWN,TRUE,FALSE,FALSE,,
597,T cell,ITPR2,2.814285714,NEW,TRUE,FALSE,FALSE,,
598,T cell,JADE2,3.457142857,NEW,TRUE,FALSE,FALSE,,
599,T cell,JAK2,3.785714286,KNOWN,TRUE,TRUE,TRUE,,
600,T cell,JAM3,1.328571429,NEW,FALSE,TRUE,FALSE,,
601,T cell,JMJD1C,2.085714286,NEW,TRUE,FALSE,FALSE,,
602,T cell,JUNB,33.14285714,KNOWN,TRUE,TRUE,TRUE,,
603,T cell,JUND,4.942857143,KNOWN,TRUE,TRUE,TRUE,,
604,T cell,KAT2B,1.085714286,KNOWN,TRUE,TRUE,TRUE,,
605,T cell,KAT5,32.37142857,KNOWN,FALSE,TRUE,FALSE,,
606,T cell,KAT6A,2.014285714,NEW,TRUE,TRUE,TRUE,,
607,T cell,KAT6B,1.014285714,NEW,TRUE,FALSE,FALSE,,
608,T cell,KAT8,2.957142857,NEW,FALSE,TRUE,FALSE,,
609,T cell,KDM1A,3.857142857,KNOWN,FALSE,TRUE,FALSE,,
610,T cell,KDM2A,2.3,NEW,TRUE,TRUE,TRUE,,
611,T cell,KDM2B,5.057142857,KNOWN,TRUE,FALSE,FALSE,,
612,T cell,KDM4C,9.042857143,NEW,TRUE,FALSE,FALSE,,
613,T cell,KDM5A,25.55714286,KNOWN,FALSE,TRUE,FALSE,,
614,T cell,KEAP1,42.97142857,KNOWN,FALSE,TRUE,FALSE,,
615,T cell,KHDRBS1,8.785714286,KNOWN,FALSE,TRUE,FALSE,,
616,T cell,KHSRP,3,NEW,TRUE,FALSE,FALSE,,
617,T cell,KIF2A,45.82857143,NEW,TRUE,FALSE,FALSE,,
618,T cell,KLF11,1.642857143,KNOWN,TRUE,FALSE,FALSE,,
619,T cell,KLF2,45.37142857,NEW,TRUE,FALSE,FALSE,,
620,T cell,KLF6,104.2142857,KNOWN,TRUE,FALSE,FALSE,,
621,T cell,KLF7,5.757142857,NEW,TRUE,FALSE,FALSE,,
622,T cell,KLHL6,1.771428571,NEW,TRUE,FALSE,FALSE,,
623,T cell,KLRC1,49.77142857,NEW,FALSE,TRUE,FALSE,,
624,T cell,KLRD1,139.3285714,NEW,FALSE,TRUE,FALSE,,
625,T cell,KLRK1,127.1857143,KNOWN,FALSE,TRUE,FALSE,,
626,T cell,KMT5A,1.357142857,NEW,FALSE,TRUE,FALSE,,
627,T cell,KPNA2,23.3,KNOWN,FALSE,TRUE,FALSE,,
628,T cell,KPNB1,8.085714286,KNOWN,FALSE,TRUE,FALSE,,
629,T cell,KRAS,13.5,KNOWN,FALSE,TRUE,FALSE,,
630,T cell,KTN1,65.31428571,NEW,FALSE,TRUE,FALSE,,
631,T cell,LAP3,33.61428571,NEW,TRUE,FALSE,FALSE,,
632,T cell,LAPTM5,509.3142857,NEW,TRUE,FALSE,FALSE,,
633,T cell,LASP1,19.5,NEW,FALSE,TRUE,FALSE,,
634,T cell,LATS1,4.7,NEW,TRUE,TRUE,TRUE,,
635,T cell,LCP2,40.52857143,KNOWN,TRUE,TRUE,TRUE,,
636,T cell,LDLR,2.457142857,KNOWN,TRUE,FALSE,FALSE,,
637,T cell,LEF1,61.08571429,KNOWN,TRUE,FALSE,FALSE,,
638,T cell,LGALS3,45.34285714,NEW,TRUE,FALSE,FALSE,,
639,T cell,LIMK2,5.914285714,NEW,TRUE,TRUE,TRUE,,
640,T cell,LIMS1,34.3,NEW,TRUE,TRUE,TRUE,,
641,T cell,LIPA,36.32857143,NEW,TRUE,FALSE,FALSE,,
642,T cell,LITAF,344.5714286,NEW,TRUE,FALSE,FALSE,,
643,T cell,LMNA,21.28571429,NEW,TRUE,FALSE,FALSE,,
644,T cell,LPP,3.357142857,NEW,TRUE,FALSE,FALSE,,
645,T cell,LRRFIP1,64.6,NEW,TRUE,FALSE,FALSE,,
646,T cell,LTB,88.81428571,KNOWN,FALSE,TRUE,FALSE,,
647,T cell,LTK,1.057142857,KNOWN,FALSE,TRUE,FALSE,,
648,T cell,LY96,6.128571429,KNOWN,TRUE,FALSE,FALSE,,
649,T cell,LYN,1.185714286,KNOWN,TRUE,TRUE,TRUE,,
650,T cell,MACF1,6.385714286,KNOWN,TRUE,FALSE,FALSE,,
651,T cell,MAD1L1,93.15714286,NEW,TRUE,FALSE,FALSE,,
652,T cell,MAF,2.914285714,KNOWN,TRUE,TRUE,TRUE,,
653,T cell,MAF1,93.34285714,NEW,FALSE,TRUE,FALSE,,
654,T cell,MAP1LC3A,3.614285714,KNOWN,FALSE,TRUE,FALSE,,
655,T cell,MAP2K1,5.428571429,KNOWN,FALSE,TRUE,FALSE,,
656,T cell,MAP2K2,14.14285714,KNOWN,FALSE,TRUE,FALSE,,
657,T cell,MAP2K3,35.72857143,NEW,FALSE,TRUE,FALSE,,
658,T cell,MAP2K4,1.9,KNOWN,FALSE,TRUE,FALSE,,
659,T cell,MAP2K5,6.385714286,NEW,FALSE,TRUE,FALSE,,
660,T cell,MAP2K6,3.614285714,NEW,FALSE,TRUE,FALSE,,
661,T cell,MAP3K1,1.457142857,KNOWN,TRUE,TRUE,TRUE,,
662,T cell,MAP3K11,2.571428571,KNOWN,FALSE,TRUE,FALSE,,
663,T cell,MAP3K2,1.328571429,KNOWN,FALSE,TRUE,FALSE,,
664,T cell,MAP3K3,2.871428571,KNOWN,FALSE,TRUE,FALSE,,
665,T cell,MAP3K4,5.928571429,KNOWN,FALSE,TRUE,FALSE,,
666,T cell,MAP3K5,1.985714286,KNOWN,TRUE,TRUE,TRUE,,
667,T cell,MAP3K7,13.62857143,KNOWN,TRUE,TRUE,TRUE,,
668,T cell,MAP3K8,6.514285714,KNOWN,TRUE,TRUE,TRUE,,
669,T cell,MAP4,9.928571429,NEW,TRUE,FALSE,FALSE,,
670,T cell,MAP4K1,17.45714286,KNOWN,FALSE,TRUE,FALSE,,
671,T cell,MAP4K2,5.971428571,KNOWN,FALSE,TRUE,FALSE,,
672,T cell,MAP4K4,2.214285714,KNOWN,TRUE,TRUE,TRUE,,
673,T cell,MAP4K5,4.3,KNOWN,FALSE,TRUE,FALSE,,
674,T cell,MAPK1,5.085714286,KNOWN,TRUE,TRUE,TRUE,,
675,T cell,MAPK13,30.02857143,NEW,TRUE,TRUE,TRUE,,
676,T cell,MAPK14,4.942857143,KNOWN,TRUE,TRUE,TRUE,,
677,T cell,MAPK3,2.785714286,KNOWN,TRUE,TRUE,TRUE,,
678,T cell,MAPK7,2.042857143,KNOWN,FALSE,TRUE,FALSE,,
679,T cell,MAPK8,1.628571429,KNOWN,TRUE,TRUE,TRUE,,
680,T cell,MAPK9,1.4,KNOWN,TRUE,TRUE,TRUE,,
681,T cell,MAPKAP1,5.042857143,NEW,TRUE,TRUE,TRUE,,
682,T cell,MAPKAPK2,1.457142857,KNOWN,TRUE,TRUE,TRUE,,
683,T cell,MAPKAPK3,25.97142857,KNOWN,TRUE,FALSE,FALSE,,
684,T cell,MAPKAPK5,3.242857143,NEW,TRUE,TRUE,TRUE,,
685,T cell,MARK2,1.514285714,KNOWN,FALSE,TRUE,FALSE,,
686,T cell,MARK3,3.857142857,KNOWN,TRUE,TRUE,TRUE,,
687,T cell,MAST4,2.785714286,NEW,TRUE,FALSE,FALSE,,
688,T cell,MAT2A,23.7,NEW,TRUE,FALSE,FALSE,,
689,T cell,MATK,19.15714286,NEW,FALSE,TRUE,FALSE,,
690,T cell,MAVS,1.1,NEW,TRUE,TRUE,TRUE,,
691,T cell,MAX,140.8142857,NEW,FALSE,TRUE,FALSE,,
692,T cell,MBNL1,70.42857143,NEW,TRUE,FALSE,FALSE,,
