Table S8: IEI Candidate Genes with Average in T Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
693,T cell,MBP,16.62857143,NEW,TRUE,FALSE,FALSE,,
694,T cell,MCL1,19.25714286,KNOWN,TRUE,FALSE,FALSE,,
695,T cell,MCM3,48.98571429,KNOWN,TRUE,FALSE,FALSE,,
696,T cell,MCM7,4.228571429,KNOWN,TRUE,FALSE,FALSE,,
697,T cell,MCPH1,3.285714286,NEW,FALSE,TRUE,FALSE,,
698,T cell,MDM2,3.914285714,KNOWN,TRUE,TRUE,TRUE,,
699,T cell,MDM4,4.614285714,KNOWN,TRUE,TRUE,TRUE,,
700,T cell,MED14,1.757142857,KNOWN,FALSE,TRUE,FALSE,,
701,T cell,MED15,18.92857143,KNOWN,TRUE,FALSE,FALSE,,
702,T cell,MED16,52.85714286,KNOWN,TRUE,FALSE,FALSE,,
703,T cell,MED28,4.657142857,NEW,TRUE,FALSE,FALSE,,
704,T cell,MED4,79.37142857,KNOWN,TRUE,FALSE,FALSE,,
705,T cell,MEN1,1.5,KNOWN,FALSE,TRUE,FALSE,,
706,T cell,METTL8,3.614285714,NEW,TRUE,FALSE,FALSE,,
707,T cell,METTL9,11.72857143,NEW,TRUE,FALSE,FALSE,,
708,T cell,MGAT1,70.48571429,NEW,TRUE,FALSE,FALSE,,
709,T cell,MGMT,29.48571429,KNOWN,TRUE,FALSE,FALSE,,
710,T cell,MGRN1,2.114285714,NEW,TRUE,FALSE,FALSE,,
711,T cell,MICAL2,1.571428571,NEW,TRUE,FALSE,FALSE,,
712,T cell,MKNK1,17.55714286,KNOWN,FALSE,TRUE,FALSE,,
713,T cell,MKNK2,8.1,KNOWN,FALSE,TRUE,FALSE,,
714,T cell,MKRN1,24.64285714,NEW,FALSE,TRUE,FALSE,,
715,T cell,MLH1,13.21428571,KNOWN,TRUE,TRUE,TRUE,,
716,T cell,MLLT3,7.3,NEW,TRUE,FALSE,FALSE,,
717,T cell,MOB1A,35.52857143,NEW,TRUE,FALSE,FALSE,,
718,T cell,MOV10,10.34285714,NEW,TRUE,FALSE,FALSE,,
719,T cell,MPG,48.77142857,KNOWN,FALSE,TRUE,FALSE,,
720,T cell,MPRIP,22.82857143,NEW,FALSE,TRUE,FALSE,,
721,T cell,MPZL1,3.028571429,NEW,TRUE,FALSE,FALSE,,
722,T cell,MR1,14.31428571,KNOWN,TRUE,FALSE,FALSE,,
723,T cell,MRE11,7.228571429,NEW,TRUE,TRUE,TRUE,,
724,T cell,MRPL27,101.3,NEW,TRUE,FALSE,FALSE,,
725,T cell,MRPS27,31.48571429,NEW,TRUE,FALSE,FALSE,,
726,T cell,MS4A1,2.242857143,NEW,FALSE,TRUE,FALSE,,
727,T cell,MSC,9.3,NEW,TRUE,FALSE,FALSE,,
728,T cell,MSH2,10.18571429,KNOWN,TRUE,TRUE,TRUE,,
729,T cell,MTHFR,1.2,NEW,TRUE,FALSE,FALSE,,
730,T cell,MTOR,1.428571429,KNOWN,TRUE,TRUE,TRUE,,
731,T cell,MTSS1,7.142857143,KNOWN,TRUE,FALSE,FALSE,,
732,T cell,MVP,67.31428571,NEW,TRUE,FALSE,FALSE,,
733,T cell,MX1,31.24285714,KNOWN,TRUE,FALSE,FALSE,,
734,T cell,MYC,130.1714286,KNOWN,TRUE,TRUE,TRUE,,
735,T cell,MYCBP2,3.3,NEW,TRUE,TRUE,TRUE,,
736,T cell,MYH9,24.44285714,NEW,TRUE,FALSE,FALSE,,
737,T cell,MYO9B,2.1,KNOWN,TRUE,FALSE,FALSE,,
738,T cell,MZF1,3.228571429,NEW,TRUE,TRUE,TRUE,,
739,T cell,N4BP1,1.157142857,NEW,TRUE,FALSE,FALSE,,
740,T cell,NAA35,6.414285714,NEW,TRUE,FALSE,FALSE,,
741,T cell,NABP1,9.485714286,NEW,TRUE,FALSE,FALSE,,
742,T cell,NBN,9.257142857,NEW,TRUE,TRUE,TRUE,,
743,T cell,NCBP1,8.1,KNOWN,FALSE,TRUE,FALSE,,
744,T cell,NCK1,28.34285714,KNOWN,FALSE,TRUE,FALSE,,
745,T cell,NCK2,12.27142857,KNOWN,FALSE,TRUE,FALSE,,
746,T cell,NCL,157.8,NEW,FALSE,TRUE,FALSE,,
747,T cell,NCOA1,3.328571429,KNOWN,TRUE,TRUE,TRUE,,
748,T cell,NCOA2,1.657142857,KNOWN,FALSE,TRUE,FALSE,,
749,T cell,NCOA3,2.614285714,KNOWN,FALSE,TRUE,FALSE,,
750,T cell,NCOA7,15.21428571,NEW,TRUE,FALSE,FALSE,,
751,T cell,NDRG1,5.614285714,KNOWN,TRUE,TRUE,TRUE,,
752,T cell,NDRG2,11.68571429,NEW,FALSE,TRUE,FALSE,,
753,T cell,NEDD9,12.68571429,NEW,TRUE,TRUE,TRUE,,
754,T cell,NEK6,5.6,NEW,TRUE,TRUE,TRUE,,
755,T cell,NEK7,4.714285714,NEW,TRUE,FALSE,FALSE,,
756,T cell,NEK9,1.971428571,KNOWN,FALSE,TRUE,FALSE,,
757,T cell,NF1,2.357142857,KNOWN,TRUE,FALSE,FALSE,,
758,T cell,NF2,11.24285714,KNOWN,FALSE,TRUE,FALSE,,
759,T cell,NFATC1,4.6,KNOWN,TRUE,FALSE,FALSE,,
760,T cell,NFATC2,3,KNOWN,TRUE,TRUE,TRUE,,
761,T cell,NFATC3,15.6,KNOWN,FALSE,TRUE,FALSE,,
762,T cell,NFIA,2.214285714,NEW,TRUE,FALSE,FALSE,,
763,T cell,NFIC,1.757142857,KNOWN,TRUE,FALSE,FALSE,,
764,T cell,NFKBIZ,2.471428571,KNOWN,TRUE,FALSE,FALSE,,
765,T cell,NFYA,6.057142857,KNOWN,TRUE,TRUE,TRUE,,
766,T cell,NFYB,24.4,KNOWN,TRUE,FALSE,FALSE,,
767,T cell,NFYC,32.88571429,KNOWN,TRUE,FALSE,FALSE,,
768,T cell,NIN,4.414285714,NEW,FALSE,TRUE,FALSE,,
769,T cell,NINJ1,65.4,NEW,TRUE,FALSE,FALSE,,
770,T cell,NKIRAS1,6.3,NEW,FALSE,TRUE,FALSE,,
771,T cell,NLRC5,3.842857143,NEW,TRUE,FALSE,FALSE,,
772,T cell,NME1,37.2,KNOWN,TRUE,FALSE,FALSE,,
773,T cell,NME7,9.428571429,NEW,TRUE,FALSE,FALSE,,
774,T cell,NMI,45.3,KNOWN,TRUE,FALSE,FALSE,,
775,T cell,NOD1,5.785714286,KNOWN,FALSE,TRUE,FALSE,,
776,T cell,NOLC1,18.65714286,NEW,TRUE,TRUE,TRUE,,
777,T cell,NOS3,1.3,KNOWN,TRUE,TRUE,TRUE,,
778,T cell,NPM1,771.8428571,KNOWN,FALSE,TRUE,FALSE,,
779,T cell,NQO1,6.728571429,NEW,TRUE,FALSE,FALSE,,
780,T cell,NQO2,28.42857143,NEW,TRUE,FALSE,FALSE,,
781,T cell,NR1D1,6.842857143,NEW,FALSE,TRUE,FALSE,,
782,T cell,NR1H2,76.08571429,KNOWN,FALSE,TRUE,FALSE,,
783,T cell,NR2C2,1.142857143,KNOWN,FALSE,TRUE,FALSE,,
784,T cell,NR2F6,1.885714286,KNOWN,TRUE,FALSE,FALSE,,
785,T cell,NR3C1,16.17142857,KNOWN,TRUE,TRUE,TRUE,,
786,T cell,NRAS,10.67142857,KNOWN,FALSE,TRUE,FALSE,,
787,T cell,NSD1,5.942857143,NEW,TRUE,FALSE,FALSE,,
788,T cell,NSMAF,5.9,NEW,TRUE,FALSE,FALSE,,
789,T cell,NUAK2,13.64285714,NEW,FALSE,TRUE,FALSE,,
790,T cell,NUMB,13.01428571,KNOWN,FALSE,TRUE,FALSE,,
791,T cell,NUP153,2.828571429,NEW,FALSE,TRUE,FALSE,,
792,T cell,NUP210,5.642857143,NEW,TRUE,FALSE,FALSE,,
793,T cell,OAS2,29.24285714,NEW,TRUE,FALSE,FALSE,,
794,T cell,OAS3,2.785714286,NEW,TRUE,FALSE,FALSE,,
795,T cell,OASL,40.77142857,NEW,TRUE,FALSE,FALSE,,
796,T cell,OGG1,14.9,NEW,TRUE,FALSE,FALSE,,
797,T cell,OGT,6.571428571,NEW,FALSE,TRUE,FALSE,,
798,T cell,OPTN,55.81428571,KNOWN,TRUE,FALSE,FALSE,,
799,T cell,OSBPL3,5.742857143,NEW,TRUE,FALSE,FALSE,,
800,T cell,OSBPL8,27.98571429,NEW,TRUE,FALSE,FALSE,,
801,T cell,OSBPL9,24.31428571,NEW,TRUE,FALSE,FALSE,,
802,T cell,OSM,2.857142857,KNOWN,TRUE,FALSE,FALSE,,
803,T cell,OTUB1,145.9285714,KNOWN,FALSE,TRUE,FALSE,,
804,T cell,OXSR1,1.885714286,NEW,FALSE,TRUE,FALSE,,
805,T cell,PA2G4,136.5285714,KNOWN,TRUE,TRUE,TRUE,,
806,T cell,PACSIN2,7.2,KNOWN,TRUE,FALSE,FALSE,,
807,T cell,PAG1,4.771428571,KNOWN,TRUE,TRUE,TRUE,,
808,T cell,PAK1,9.514285714,KNOWN,TRUE,TRUE,TRUE,,
809,T cell,PAK2,12.52857143,KNOWN,FALSE,TRUE,FALSE,,
810,T cell,PALLD,1.514285714,NEW,TRUE,FALSE,FALSE,,
811,T cell,PANK2,3.942857143,NEW,TRUE,FALSE,FALSE,,
812,T cell,PARD6A,4.671428571,KNOWN,FALSE,TRUE,FALSE,,
813,T cell,PARK7,433.9714286,KNOWN,FALSE,TRUE,FALSE,,
814,T cell,PARP1,65.92857143,KNOWN,FALSE,TRUE,FALSE,,
815,T cell,PARP10,2.614285714,NEW,TRUE,FALSE,FALSE,,
816,T cell,PARP14,6.757142857,NEW,TRUE,FALSE,FALSE,,
817,T cell,PARP9,19.58571429,NEW,TRUE,FALSE,FALSE,,
818,T cell,PCBP2,40.01428571,NEW,FALSE,TRUE,FALSE,,
819,T cell,PCBP4,8.485714286,KNOWN,TRUE,FALSE,FALSE,,
820,T cell,PCK2,4.257142857,NEW,TRUE,FALSE,FALSE,,
821,T cell,PCNA,38.75714286,KNOWN,TRUE,TRUE,TRUE,,
822,T cell,PDE4B,18.18571429,NEW,TRUE,FALSE,FALSE,,
823,T cell,PDE4D,1.057142857,NEW,TRUE,TRUE,TRUE,,
824,T cell,PDE7A,6.014285714,NEW,TRUE,FALSE,FALSE,,
825,T cell,PDGFA,1.842857143,NEW,FALSE,TRUE,FALSE,,
826,T cell,PDGFB,4.942857143,KNOWN,TRUE,TRUE,TRUE,,
827,T cell,PDIA3,9.828571429,KNOWN,FALSE,TRUE,FALSE,,
828,T cell,PDK1,8.414285714,NEW,FALSE,TRUE,FALSE,,
829,T cell,PDK2,15.77142857,NEW,FALSE,TRUE,FALSE,,
830,T cell,PDLIM5,10.5,NEW,TRUE,FALSE,FALSE,,
831,T cell,PDPK1,3.771428571,KNOWN,TRUE,TRUE,TRUE,,
832,T cell,PEA15,5.942857143,KNOWN,FALSE,TRUE,FALSE,,
833,T cell,PEBP1,167.4714286,KNOWN,TRUE,TRUE,TRUE,,
834,T cell,PECAM1,27,NEW,TRUE,FALSE,FALSE,,
835,T cell,PELI1,3.771428571,NEW,TRUE,TRUE,TRUE,,
836,T cell,PER2,1.328571429,NEW,TRUE,FALSE,FALSE,,
837,T cell,PERP,4.428571429,NEW,TRUE,FALSE,FALSE,,
838,T cell,PFKFB3,3.471428571,NEW,TRUE,FALSE,FALSE,,
839,T cell,PFN1,5712.042857,KNOWN,FALSE,TRUE,FALSE,,
840,T cell,PGK1,133.1714286,NEW,FALSE,TRUE,FALSE,,
841,T cell,PGPEP1,3.7,NEW,TRUE,FALSE,FALSE,,
842,T cell,PGS1,12.75714286,NEW,TRUE,FALSE,FALSE,,
843,T cell,PHACTR2,4.685714286,NEW,TRUE,FALSE,FALSE,,
844,T cell,PHACTR4,2.257142857,NEW,TRUE,FALSE,FALSE,,
845,T cell,PHB,146.5714286,KNOWN,FALSE,TRUE,FALSE,,
846,T cell,PHLDB2,1.557142857,NEW,TRUE,FALSE,FALSE,,
847,T cell,PIAS1,19.25714286,KNOWN,FALSE,TRUE,FALSE,,
848,T cell,PIAS3,8.457142857,KNOWN,TRUE,FALSE,FALSE,,
849,T cell,PIAS4,11.14285714,KNOWN,FALSE,TRUE,FALSE,,
850,T cell,PIEZO1,4.971428571,NEW,TRUE,FALSE,FALSE,,
851,T cell,PIK3AP1,3.885714286,NEW,TRUE,TRUE,TRUE,,
852,T cell,PIK3C3,10.64285714,KNOWN,FALSE,TRUE,FALSE,,
853,T cell,PIK3CA,1.857142857,KNOWN,FALSE,TRUE,FALSE,,
854,T cell,PIK3CB,3.142857143,KNOWN,FALSE,TRUE,FALSE,,
855,T cell,PIK3CG,5.957142857,KNOWN,FALSE,TRUE,FALSE,,
856,T cell,PIK3R4,6.285714286,KNOWN,FALSE,TRUE,FALSE,,
857,T cell,PIK3R5,12.41428571,NEW,TRUE,FALSE,FALSE,,
858,T cell,PIM1,52.71428571,KNOWN,TRUE,TRUE,TRUE,,
859,T cell,PIM2,138.7857143,NEW,TRUE,FALSE,FALSE,,
860,T cell,PIM3,3.2,NEW,TRUE,FALSE,FALSE,,
861,T cell,PIN1,162.9571429,KNOWN,FALSE,TRUE,FALSE,,
862,T cell,PIP4K2A,109.5857143,NEW,TRUE,TRUE,TRUE,,
863,T cell,PKIA,5.857142857,NEW,FALSE,TRUE,FALSE,,
864,T cell,PKIG,2.914285714,NEW,TRUE,FALSE,FALSE,,
865,T cell,PKM,215.0285714,NEW,TRUE,TRUE,TRUE,,
866,T cell,PKN1,22.45714286,KNOWN,FALSE,TRUE,FALSE,,
867,T cell,PKN2,5.171428571,KNOWN,FALSE,TRUE,FALSE,,
868,T cell,PLAC8,222.1,NEW,TRUE,FALSE,FALSE,,
869,T cell,PLAGL1,1.428571429,NEW,TRUE,FALSE,FALSE,,
870,T cell,PLAUR,5.628571429,KNOWN,TRUE,TRUE,TRUE,,
871,T cell,PLCB2,1.185714286,KNOWN,FALSE,TRUE,FALSE,,
872,T cell,PLCG1,4.357142857,KNOWN,FALSE,TRUE,FALSE,,
873,T cell,PLD2,1.014285714,NEW,TRUE,TRUE,TRUE,,
874,T cell,PLEKHA2,1.928571429,NEW,TRUE,FALSE,FALSE,,
875,T cell,PLEKHG3,6.828571429,NEW,TRUE,FALSE,FALSE,,
876,T cell,PLEKHO1,6.057142857,NEW,TRUE,FALSE,FALSE,,
877,T cell,PLK3,5.685714286,KNOWN,TRUE,TRUE,TRUE,,
878,T cell,PLSCR1,15.54285714,KNOWN,TRUE,FALSE,FALSE,,
879,T cell,PLSCR3,53.88571429,NEW,TRUE,FALSE,FALSE,,
880,T cell,PLXNC1,1.557142857,NEW,TRUE,FALSE,FALSE,,
881,T cell,PMAIP1,9.171428571,NEW,TRUE,TRUE,TRUE,,
882,T cell,PML,11.05714286,KNOWN,TRUE,TRUE,TRUE,,
883,T cell,PNKP,6.942857143,KNOWN,TRUE,FALSE,FALSE,,
884,T cell,PNPLA8,15.27142857,NEW,TRUE,FALSE,FALSE,,
885,T cell,POLA2,4.142857143,KNOWN,FALSE,TRUE,FALSE,,
886,T cell,POLD4,87.74285714,KNOWN,FALSE,TRUE,FALSE,,
887,T cell,PON2,3.185714286,NEW,TRUE,FALSE,FALSE,,
888,T cell,POU2F1,1.671428571,KNOWN,TRUE,FALSE,FALSE,,
889,T cell,POU2F2,3.671428571,KNOWN,TRUE,FALSE,FALSE,,
890,T cell,PPFIBP2,3.057142857,NEW,TRUE,FALSE,FALSE,,
891,T cell,PPIA,1143.714286,KNOWN,FALSE,TRUE,FALSE,,
892,T cell,PPM1A,1.557142857,KNOWN,TRUE,TRUE,TRUE,,
893,T cell,PPM1B,4.214285714,KNOWN,TRUE,TRUE,TRUE,,
894,T cell,PPM1D,7.085714286,KNOWN,TRUE,TRUE,TRUE,,
895,T cell,PPM1G,54.91428571,KNOWN,TRUE,FALSE,FALSE,,
896,T cell,PPM1M,17.64285714,NEW,FALSE,TRUE,FALSE,,
897,T cell,PPP1CA,657.4714286,KNOWN,TRUE,TRUE,TRUE,,
898,T cell,PPP1CB,52.42857143,KNOWN,TRUE,TRUE,TRUE,,
899,T cell,PPP1CC,17.45714286,KNOWN,TRUE,TRUE,TRUE,,
900,T cell,PPP1R12A,58.14285714,NEW,FALSE,TRUE,FALSE,,
901,T cell,PPP1R15A,18.58571429,NEW,TRUE,FALSE,FALSE,,
902,T cell,PPP1R2,118.0571429,NEW,TRUE,FALSE,FALSE,,
903,T cell,PPP2CA,56.75714286,KNOWN,TRUE,TRUE,TRUE,,
904,T cell,PPP2CB,1.757142857,KNOWN,TRUE,TRUE,TRUE,,
905,T cell,PPP2R1A,136.1,KNOWN,FALSE,TRUE,FALSE,,
906,T cell,PPP2R2A,3.685714286,KNOWN,FALSE,TRUE,FALSE,,
907,T cell,PPP2R2B,17.9,KNOWN,FALSE,TRUE,FALSE,,
908,T cell,PPP2R5A,3.7,NEW,FALSE,TRUE,FALSE,,
909,T cell,PPP2R5C,151.1,KNOWN,FALSE,TRUE,FALSE,,
910,T cell,PPP2R5D,17.71428571,NEW,FALSE,TRUE,FALSE,,
911,T cell,PPP3CA,30.52857143,KNOWN,TRUE,TRUE,TRUE,,
912,T cell,PPP3CC,16.7,NEW,FALSE,TRUE,FALSE,,
913,T cell,PPP4C,64.68571429,NEW,TRUE,FALSE,FALSE,,
914,T cell,PPP5C,17.77142857,KNOWN,FALSE,TRUE,FALSE,,
915,T cell,PPP6C,26.35714286,KNOWN,FALSE,TRUE,FALSE,,
916,T cell,PRDM1,19.37142857,KNOWN,TRUE,FALSE,FALSE,,
917,T cell,PRDX1,204.6714286,KNOWN,FALSE,TRUE,FALSE,,
918,T cell,PREX1,2.914285714,NEW,TRUE,TRUE,TRUE,,
919,T cell,PRKAA1,9.357142857,KNOWN,TRUE,TRUE,TRUE,,
920,T cell,PRKAB1,27.28571429,KNOWN,TRUE,TRUE,TRUE,,
921,T cell,PRKAG2,4.842857143,NEW,TRUE,FALSE,FALSE,,
922,T cell,PRKAR1A,40.5,KNOWN,FALSE,TRUE,FALSE,,
923,T cell,PRKAR1B,8.228571429,NEW,FALSE,TRUE,FALSE,,
924,T cell,PRKAR2A,5.342857143,NEW,FALSE,TRUE,FALSE,,
925,T cell,PRKCB,19.65714286,KNOWN,TRUE,TRUE,TRUE,,
926,T cell,PRKCH,100.2571429,KNOWN,TRUE,FALSE,FALSE,,
927,T cell,PRKCI,1.357142857,KNOWN,FALSE,TRUE,FALSE,,
928,T cell,PRKCQ,22.61428571,KNOWN,TRUE,TRUE,TRUE,,
929,T cell,PRKD2,3.471428571,KNOWN,FALSE,TRUE,FALSE,,
930,T cell,PRKN,1.085714286,NEW,TRUE,TRUE,TRUE,,
931,T cell,PRKRA,25.71428571,NEW,FALSE,TRUE,FALSE,,
932,T cell,PRMT5,19.22857143,KNOWN,FALSE,TRUE,FALSE,,
933,T cell,PRPF40A,64.98571429,NEW,TRUE,FALSE,FALSE,,
934,T cell,PRPF4B,5.657142857,KNOWN,FALSE,TRUE,FALSE,,
935,T cell,PRR5,15.77142857,NEW,TRUE,TRUE,TRUE,,
936,T cell,PSD4,3.671428571,NEW,TRUE,FALSE,FALSE,,
937,T cell,PSEN1,22.44285714,KNOWN,FALSE,TRUE,FALSE,,
938,T cell,PSEN2,3.414285714,KNOWN,FALSE,TRUE,FALSE,,
939,T cell,PSMB9,87.51428571,KNOWN,TRUE,FALSE,FALSE,,
940,T cell,PSMD1,24.44285714,KNOWN,TRUE,FALSE,FALSE,,
941,T cell,PSTPIP2,6.7,NEW,TRUE,FALSE,FALSE,,
942,T cell,PTK2B,22.81428571,KNOWN,TRUE,TRUE,TRUE,,
943,T cell,PTMA,1784.714286,NEW,FALSE,TRUE,FALSE,,
944,T cell,PTP4A1,38.14285714,NEW,TRUE,FALSE,FALSE,,
945,T cell,PTP4A2,65.41428571,NEW,TRUE,FALSE,FALSE,,
946,T cell,PTPA,17.05714286,NEW,TRUE,TRUE,TRUE,,
947,T cell,PTPN1,9.514285714,KNOWN,TRUE,TRUE,TRUE,,
948,T cell,PTPN11,12.82857143,KNOWN,TRUE,TRUE,TRUE,,
949,T cell,PTPN12,1.885714286,KNOWN,TRUE,TRUE,TRUE,,
950,T cell,PTPN18,4.628571429,KNOWN,FALSE,TRUE,FALSE,,
951,T cell,PTPN2,40.61428571,KNOWN,TRUE,TRUE,TRUE,,
952,T cell,PTPN22,12.72857143,KNOWN,TRUE,TRUE,TRUE,,
953,T cell,PTPN6,159.6857143,KNOWN,TRUE,TRUE,TRUE,,
954,T cell,PTPN7,10.81428571,KNOWN,FALSE,TRUE,FALSE,,
955,T cell,PTPRA,4.557142857,KNOWN,TRUE,TRUE,TRUE,,
956,T cell,PTPRE,22.2,NEW,TRUE,TRUE,TRUE,,
957,T cell,PTPRJ,1.014285714,NEW,TRUE,TRUE,TRUE,,
958,T cell,PTPRM,2.271428571,KNOWN,TRUE,FALSE,FALSE,,
959,T cell,PTTG1,51.3,KNOWN,TRUE,FALSE,FALSE,,
960,T cell,PTTG1IP,54.98571429,NEW,TRUE,FALSE,FALSE,,
961,T cell,PWP2,3.042857143,KNOWN,TRUE,FALSE,FALSE,,
962,T cell,PXN,46.44285714,KNOWN,FALSE,TRUE,FALSE,,
963,T cell,PYCARD,132.4428571,KNOWN,TRUE,TRUE,TRUE,,
964,T cell,RAB3GAP2,5.014285714,NEW,TRUE,FALSE,FALSE,,
965,T cell,RABGGTA,5.471428571,NEW,TRUE,FALSE,FALSE,,
966,T cell,RAC1,26.05714286,KNOWN,FALSE,TRUE,FALSE,,
967,T cell,RACGAP1,8.271428571,NEW,FALSE,TRUE,FALSE,,
968,T cell,RACK1,547.0714286,NEW,FALSE,TRUE,FALSE,,
969,T cell,RAD1,4.942857143,KNOWN,FALSE,TRUE,FALSE,,
970,T cell,RAD17,4.457142857,KNOWN,TRUE,TRUE,TRUE,,
971,T cell,RAD18,2.3,KNOWN,FALSE,TRUE,FALSE,,
972,T cell,RAD50,4.214285714,KNOWN,TRUE,FALSE,FALSE,,
973,T cell,RAD51B,8.014285714,NEW,TRUE,FALSE,FALSE,,
974,T cell,RAD9A,3.528571429,KNOWN,TRUE,TRUE,TRUE,,
975,T cell,RAF1,22.87142857,KNOWN,FALSE,TRUE,FALSE,,
976,T cell,RALBP1,8.814285714,KNOWN,FALSE,TRUE,FALSE,,
977,T cell,RALGDS,13.35714286,KNOWN,TRUE,TRUE,TRUE,,
978,T cell,RAN,595.4857143,KNOWN,FALSE,TRUE,FALSE,,
979,T cell,RANGAP1,9.214285714,NEW,FALSE,TRUE,FALSE,,
980,T cell,RAP1A,22.3,KNOWN,FALSE,TRUE,FALSE,,
981,T cell,RAP1B,248.8714286,NEW,FALSE,TRUE,FALSE,,
982,T cell,RAP1GAP2,1.3,NEW,TRUE,FALSE,FALSE,,
983,T cell,RAP2A,1.142857143,NEW,FALSE,TRUE,FALSE,,
984,T cell,RAPGEF1,1.971428571,KNOWN,TRUE,TRUE,TRUE,,
985,T cell,RARA,2.942857143,KNOWN,TRUE,TRUE,TRUE,,
986,T cell,RARG,7.042857143,KNOWN,FALSE,TRUE,FALSE,,
987,T cell,RASA1,1.014285714,KNOWN,FALSE,TRUE,FALSE,,
988,T cell,RASA3,15.75714286,KNOWN,TRUE,FALSE,FALSE,,
989,T cell,RASGEF1B,1.785714286,NEW,TRUE,FALSE,FALSE,,
990,T cell,RASSF1,40.92857143,KNOWN,TRUE,TRUE,TRUE,,
991,T cell,RASSF2,9.7,NEW,TRUE,FALSE,FALSE,,
992,T cell,RASSF4,2.485714286,NEW,TRUE,FALSE,FALSE,,
993,T cell,RASSF5,97.5,NEW,TRUE,TRUE,TRUE,,
994,T cell,RB1,5.857142857,KNOWN,TRUE,TRUE,TRUE,,
995,T cell,RB1CC1,11.72857143,KNOWN,FALSE,TRUE,FALSE,,
996,T cell,RBBP8,1.685714286,KNOWN,TRUE,TRUE,TRUE,,
997,T cell,RBL1,2.885714286,KNOWN,FALSE,TRUE,FALSE,,
998,T cell,RBM19,5.7,NEW,TRUE,FALSE,FALSE,,
999,T cell,RBMS1,14.31428571,NEW,TRUE,FALSE,FALSE,,
1000,T cell,RBPJ,60.04285714,KNOWN,TRUE,TRUE,TRUE,,
1001,T cell,RBX1,94.8,KNOWN,FALSE,TRUE,FALSE,,
1002,T cell,RCC2,1.128571429,NEW,TRUE,FALSE,FALSE,,
1003,T cell,RCHY1,5.2,NEW,TRUE,FALSE,FALSE,,
1004,T cell,RCN1,8.214285714,NEW,TRUE,FALSE,FALSE,,
1005,T cell,RDX,10.67142857,KNOWN,FALSE,TRUE,FALSE,,
1006,T cell,RECQL5,2.742857143,KNOWN,FALSE,TRUE,FALSE,,
1007,T cell,RERE,4.385714286,NEW,TRUE,FALSE,FALSE,,
1008,T cell,RFTN1,30.7,NEW,TRUE,FALSE,FALSE,,
1009,T cell,RFX3,4.714285714,NEW,TRUE,FALSE,FALSE,,
1010,T cell,RGCC,43.92857143,NEW,FALSE,TRUE,FALSE,,
1011,T cell,RGS16,1.442857143,NEW,FALSE,TRUE,FALSE,,
1012,T cell,RGS19,83.92857143,NEW,FALSE,TRUE,FALSE,,
1013,T cell,RHBDD2,78.65714286,NEW,TRUE,FALSE,FALSE,,
1014,T cell,RHBDF2,4.242857143,NEW,TRUE,FALSE,FALSE,,
1015,T cell,RHEB,30.4,KNOWN,FALSE,TRUE,FALSE,,
1016,T cell,RHEBL1,4.557142857,KNOWN,FALSE,TRUE,FALSE,,
1017,T cell,RHOA,461.2285714,KNOWN,TRUE,TRUE,TRUE,,
1018,T cell,RHOF,65.82857143,KNOWN,TRUE,FALSE,FALSE,,
1019,T cell,RHOG,115.5571429,KNOWN,FALSE,TRUE,FALSE,,
1020,T cell,RICTOR,4.5,KNOWN,FALSE,TRUE,FALSE,,
1021,T cell,RIN3,5.685714286,NEW,TRUE,FALSE,FALSE,,
1022,T cell,RIPK2,4.8,KNOWN,TRUE,TRUE,TRUE,,
1023,T cell,RIPK3,3.3,KNOWN,FALSE,TRUE,FALSE,,
1024,T cell,RIPOR2,136.8428571,NEW,TRUE,FALSE,FALSE,,
1025,T cell,RNF11,3.057142857,KNOWN,FALSE,TRUE,FALSE,,
1026,T cell,RNF213,18.4,NEW,TRUE,FALSE,FALSE,,
1027,T cell,RNF216,10.4,KNOWN,TRUE,FALSE,FALSE,,
1028,T cell,RNF8,7.985714286,KNOWN,FALSE,TRUE,FALSE,,
1029,T cell,RNLS,1.742857143,NEW,TRUE,FALSE,FALSE,,
1030,T cell,ROCK1,3.728571429,KNOWN,TRUE,TRUE,TRUE,,
1031,T cell,RORA,16.38571429,KNOWN,TRUE,TRUE,TRUE,,
1032,T cell,RPA1,50.58571429,KNOWN,FALSE,TRUE,FALSE,,
1033,T cell,RPA2,221.6285714,KNOWN,TRUE,TRUE,TRUE,,
1034,T cell,RPGRIP1L,1.257142857,NEW,TRUE,FALSE,FALSE,,
1035,T cell,RPL10,6378.028571,NEW,FALSE,TRUE,FALSE,,
1036,T cell,RPL13,5849.585714,NEW,FALSE,TRUE,FALSE,,
1037,T cell,RPL39L,23.18571429,NEW,TRUE,FALSE,FALSE,,
1038,T cell,RPS19,11993.18571,KNOWN,TRUE,FALSE,FALSE,,
1039,T cell,RPS24,2056.757143,KNOWN,TRUE,FALSE,FALSE,,
1040,T cell,RPS27A,3729.828571,NEW,FALSE,TRUE,FALSE,,
1041,T cell,RPS27L,139.2142857,NEW,TRUE,FALSE,FALSE,,
1042,T cell,RPS3,1589.885714,KNOWN,TRUE,FALSE,FALSE,,
1043,T cell,RPS6,4959.585714,KNOWN,FALSE,TRUE,FALSE,,
