"","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","dip_url","sources","references","curation_effort","dorothea_level","n_references","n_resources"
"541","P49715","Q12959","CEBPA","DLG1",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"542","P49715","Q15700","CEBPA","DLG2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"543","P49715","O14490","CEBPA","DLGAP1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"544","P49715","Q8TDJ6","CEBPA","DMXL2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"545","P49715","Q0VDD8","CEBPA","DNAH14",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"546","P49715","Q96BY6","CEBPA","DOCK10",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"547","P49715","Q8N1I0","CEBPA","DOCK4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"548","P49715","Q9H7D0","CEBPA","DOCK5",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"549","P49715","Q14117","CEBPA","DPYS",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"550","P49715","Q03001","CEBPA","DST",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"551","P49715","Q9Y6W6","CEBPA","DUSP10",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"552","P49715","Q9NRW4","CEBPA","DUSP22",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"553","P49715","Q14209","CEBPA","E2F2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA","",0,"A",0,0
"554","P49715","O00716","CEBPA","E2F3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA","",0,"A",0,0
"555","P49715","Q9UH73","CEBPA","EBF1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"556","P49715","P42892","CEBPA","ECE1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"557","P49715","P05305","CEBPA","EDN1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"558","P49715","Q5JVL4","CEBPA","EFHC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"559","P49715","P52803","CEBPA","EFNA5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"560","P49715","P00533","CEBPA","EGFR",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"561","P49715","Q9NZC4","CEBPA","EHF",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"562","P49715","Q08426","CEBPA","EHHADH",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"563","P49715","P08246","CEBPA","ELANE",1,1,0,1,1,0,NA,"RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"564","P49715","Q92556","CEBPA","ELMO1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"565","P49715","Q6PJG2","CEBPA","ELMSAN1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"566","P49715","P15502","CEBPA","ELN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"567","P49715","Q9ULC0","CEBPA","EMCN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"568","P49715","Q9HC35","CEBPA","EML4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"569","P49715","Q6ZMW3","CEBPA","EML6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"570","P49715","O14638","CEBPA","ENPP3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"571","P49715","P49961","CEBPA","ENTPD1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"572","P49715","Q99814","CEBPA","EPAS1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"573","P49715","O43491","CEBPA","EPB41L2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"574","P49715","P01588","CEBPA","EPO",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"575","P49715","P11678","CEBPA","EPX",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA","",0,"A",0,0
"576","P49715","Q8IUD2","CEBPA","ERC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"577","P49715","O15083","CEBPA","ERC2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"578","P49715","O75460","CEBPA","ERN1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"579","P03372","P49715","ESR1","CEBPA",1,0,0,0,0,0,NA,"PAZAR_DoRothEA","",0,"B;D",0,0
"580","P49715","P03372","CEBPA","ESR1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B;D",0,0
"581","P49715","P41212","CEBPA","ETV6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"582","P49715","Q96A65","CEBPA","EXOC4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"583","P49715","Q16394","CEBPA","EXT1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
