"","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","dip_url","sources","references","curation_effort","dorothea_level","n_references","n_resources"
"5675","P55317","Q14159","FOXA1","SPIDR",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5676","P55317","Q08629","FOXA1","SPOCK1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5677","P55317","Q7Z698","FOXA1","SPRED2",1,0,0,0,0,0,NA,"ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"5678","P55317","Q01082","FOXA1","SPTBN1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5679","P55317","P81877","FOXA1","SSBP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5680","P55317","O60284","FOXA1","ST18",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5681","P55317","Q9NRC1","FOXA1","ST7",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5682","P55317","Q8WVM7","FOXA1","STAG1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5683","P55317","Q9Y3M8","FOXA1","STARD13",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5684","P55317","Q13188","FOXA1","STK3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5685","P55317","Q8NFX7","FOXA1","STXBP6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5686","P55317","O95425","FOXA1","SVIL",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5687","P55317","Q9NX95","FOXA1","SYBU",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5688","P55317","Q8NF91","FOXA1","SYNE1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5689","P55317","Q8WXH0","FOXA1","SYNE2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5690","P55317","P21579","FOXA1","SYT1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5691","P55317","O95359","FOXA1","TACC2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5692","P55317","Q92844","FOXA1","TANK",1,0,0,0,0,0,NA,"ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"5693","P55317","Q9H2K8","FOXA1","TAOK3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5694","P55317","Q86TI0","FOXA1","TBC1D1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5695","P55317","Q92609","FOXA1","TBC1D5",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5696","P55317","O95759","FOXA1","TBC1D8",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5697","P55317","Q9BZK7","FOXA1","TBL1XR1",1,0,0,0,0,0,NA,"ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"5698","P55317","Q99081","FOXA1","TCF12",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5699","P55317","P28347","FOXA1","TEAD1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5700","P55317","Q6N022","FOXA1","TENM4",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,2
"5701","P05549","P55317","TFAP2A","FOXA1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA","",0,"A;D",0,0
"5702","P55317","P05549","FOXA1","TFAP2A",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA","",0,"A;D",0,0
"5703","P55317","Q92754","FOXA1","TFAP2C",1,0,0,0,0,0,NA,"PAZAR_DoRothEA","",0,"A;D",0,0
"5704","Q92754","P55317","TFAP2C","FOXA1",1,0,0,0,0,0,NA,"IntAct_DoRothEA;PAZAR_DoRothEA","",0,"A;D",0,0
"5705","P55317","P04155","FOXA1","TFF1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR;PAZAR_DoRothEA;TRRUST_DoRothEA","DoRothEA:10073575;PAZAR:10073575",2,"A",1,2
"5706","P55317","P10646","FOXA1","TFPI",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5707","P55317","Q03167","FOXA1","TGFBR3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5708","P55317","Q6YHU6","FOXA1","THADA",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,2
"5709","P55317","Q6ZMP0","FOXA1","THSD4",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5710","P55317","Q9UPZ6","FOXA1","THSD7A",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5711","P55317","Q13009","FOXA1","TIAM1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5712","P55317","Q8IVF5","FOXA1","TIAM2",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5713","P55317","Q04724","FOXA1","TLE1",1,0,0,0,0,0,NA,"DoRothEA;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,3
"5714","P55317","Q04726","FOXA1","TLE3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5715","P55317","Q9UKI8","FOXA1","TLK1",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5716","P55317","Q9Y4G6","FOXA1","TLN2",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5717","P55317","Q8TDI8","FOXA1","TMC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5718","P55317","Q9UHN6","FOXA1","CEMIP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5719","P55317","Q8N394","FOXA1","TMTC2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5720","P55317","Q68CZ2","FOXA1","TNS3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5721","P55317","Q9H3D4","FOXA1","TP63",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5722","P55317","P55327","FOXA1","TPD52",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5723","P55317","Q16890","FOXA1","TPD52L1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5724","P55317","Q9H3S4","FOXA1","TPK1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5725","P55317","Q6ZUI0","FOXA1","TPRG1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5726","P55317","Q96Q05","FOXA1","TRAPPC9",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5727","P55317","O75962","FOXA1","TRIO",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5728","P55317","Q14669","FOXA1","TRIP12",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5729","P55317","Q9UHF7","FOXA1","TRPS1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5730","P55317","O75157","FOXA1","TSC22D2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5731","P55317","P19075","FOXA1","TSPAN8",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;PAZAR_DoRothEA","",0,"B",0,1
"5732","P55317","Q86TZ1","FOXA1","TTC6",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5733","P55317","P02766","FOXA1","TTR",1,0,0,0,0,0,NA,"DoRothEA;ENCODE-distal;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;TFe_DoRothEA","PAZAR:11544200",1,"A",1,4
"5734","P55317","Q13454","FOXA1","TUSC3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5735","P55317","Q16881","FOXA1","TXNRD1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5736","P55317","O95071","FOXA1","UBR5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5737","P55317","P54855","FOXA1","UGT2B15",1,0,0,0,0,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA","DoRothEA:20736324;HTRIdb:20736324",2,"A",1,2
"5738","P55317","O75795","FOXA1","UGT2B17",1,1,0,1,1,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA","DoRothEA:20628005;HTRIdb:20628005",2,"A",1,2
"5739","P55317","O95185","FOXA1","UNC5C",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5740","P55317","Q14694","FOXA1","USP10",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5741","P55317","Q9UHP3","FOXA1","USP25",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5742","P55317","Q9Y2C2","FOXA1","UST",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5743","P55317","P46939","FOXA1","UTRN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5744","P55317","Q9P2Y5","FOXA1","UVRAG",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5745","P55317","Q9UKW4","FOXA1","VAV3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5746","P55317","Q14135","FOXA1","VGLL4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5747","P55317","Q96GC9","FOXA1","VMP1",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,2
"5748","P55317","Q7Z7G8","FOXA1","VPS13B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5749","P55317","Q5THJ4","FOXA1","VPS13D",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5750","P55317","Q8IZQ1","FOXA1","WDFY3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5751","P55317","Q8IX03","FOXA1","WWC1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA","",0,"B",0,0
"5752","P55317","Q6AWC2","FOXA1","WWC2",1,0,0,0,0,0,NA,"JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5753","P55317","Q05516","FOXA1","ZBTB16",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5754","P55317","Q9HC78","FOXA1","ZBTB20",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5755","P55317","Q9H8U3","FOXA1","ZFAND3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5756","P55317","Q8WW38","FOXA1","ZFPM2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5757","P55317","Q9ULJ6","FOXA1","ZMIZ1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5758","P55317","Q9ULU4","FOXA1","ZMYND8",1,0,0,0,0,0,NA,"DoRothEA;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,3
"5759","P55317","Q569K4","FOXA1","ZNF385B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5760","P55317","Q9H6B1","FOXA1","ZNF385D",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5761","P55317","Q9C0G0","FOXA1","ZNF407",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5762","P55317","Q9ULD9","FOXA1","ZNF608",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5763","P55317","Q8TCW7","FOXA1","ZPLD1",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21572391",1,"B",1,2
"5764","Q9Y261","P02647","FOXA2","APOA1",1,1,0,1,1,0,NA,"DoRothEA;ENCODE-proximal;ORegAnno;ORegAnno_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA","DoRothEA:7961760;ORegAnno:7961760",2,"A",1,3
"5765","Q9Y261","P12830","FOXA2","CDH1",1,1,0,1,1,0,NA,"ARACNe-GTEx_DoRothEA;ENCODE-distal;ENCODE-proximal;TRRUST_DoRothEA","",1,"A",0,2
"5766","Q9Y261","P13569","FOXA2","CFTR",1,0,1,1,0,1,NA,"ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5767","Q9Y261","P22680","FOXA2","CYP7A1",1,0,0,0,0,0,NA,"ABS;PAZAR_DoRothEA;TFe_DoRothEA","",0,"A",0,1
"5768","Q9Y261","P35575","FOXA2","G6PC",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5769","Q9Y261","Q03014","FOXA2","HHEX",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5770","Q9Y261","Q99102","FOXA2","MUC4",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5771","Q9Y261","P52945","FOXA2","PDX1",1,1,0,1,1,0,NA,"TFactS_DoRothEA;TFe_DoRothEA","",1,"A",0,0
"5772","Q9Y261","Q9NQB0","FOXA2","TCF7L2",1,0,0,0,0,0,NA,"ReMap_DoRothEA;TRRUST_DoRothEA","",1,"B",0,0
"5773","Q9Y261","P02766","FOXA2","TTR",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ENCODE-distal;ENCODE-proximal;TFe_DoRothEA","",0,"A",0,2
"5774","Q9Y261","Q8IX03","FOXA2","WWC1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5775","P55318","P33261","FOXA3","CYP2C19",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5776","P55318","P10632","FOXA3","CYP2C8",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5777","P55318","P11712","FOXA3","CYP2C9",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5778","Q9UJU5","Q9Y473","FOXD3","ZNF175",1,0,1,1,0,1,NA,"TFactS_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5779","Q12946","P01242","FOXF1","GH2",1,1,0,1,1,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA","DoRothEA:16772323;HTRIdb:16772323",2,"A",1,2
"5780","Q9P0K8","O94901","FOXJ2","SUN1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5781","P58012","P03971","FOXL2","AMH",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5782","P58012","P18847","FOXL2","ATF3",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5783","P58012","Q16548","FOXL2","BCL2A1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5784","P58012","P78556","FOXL2","CCL20",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5785","P58012","P10147","FOXL2","CCL3",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5786","P58012","P16619","FOXL2","CCL3L1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5787","P58012","O95992","FOXL2","CH25H",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5788","P58012","P19875","FOXL2","CXCL2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5789","P58012","P19876","FOXL2","CXCL3",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5790","P58012","P05093","FOXL2","CYP17A1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5791","P58012","P11511","FOXL2","CYP19A1",1,0,1,1,0,1,NA,"TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5792","P58012","P01100","FOXL2","FOS",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5793","P58012","P01225","FOXL2","FSHB",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5794","P58012","P46695","FOXL2","IER3",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5795","P58012","P20809","FOXL2","IL11",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5796","P58012","Q8IU54","FOXL2","IFNL1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5797","P58012","O00482","FOXL2","NR5A2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5798","P58012","Q9UBK2","FOXL2","PPARGC1A",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5799","P58012","P35354","FOXL2","PTGS2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5800","P58012","Q96EB6","FOXL2","SIRT1",1,1,0,1,1,0,NA,"TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5801","P58012","P04179","FOXL2","SOD2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5802","P58012","P21580","FOXL2","TNFAIP3",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5803","Q08050","Q96GD4","FOXM1","AURKB",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5804","Q08050","O15392","FOXM1","BIRC5",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5805","Q08050","P35226","FOXM1","BMI1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5806","Q08050","P51587","FOXM1","BRCA2",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5807","Q08050","Q9BX63","FOXM1","BRIP1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA","",1,"B",0,0
"5808","Q08050","P14635","FOXM1","CCNB1",1,1,0,1,1,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5809","Q08050","P24385","FOXM1","CCND1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5810","Q08050","P30279","FOXM1","CCND2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5811","Q08050","P06493","FOXM1","CDK1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA","",0,"A;C",0,0
"5812","Q08050","P30304","FOXM1","CDC25A",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5813","Q08050","P30305","FOXM1","CDC25B",1,1,0,1,1,0,NA,"ReMap_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5814","Q08050","P30307","FOXM1","CDC25C",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5815","Q08050","Q99741","FOXM1","CDC6",1,1,0,1,1,0,NA,"ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5816","Q08050","P38936","FOXM1","CDKN1A",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5817","Q08050","P46527","FOXM1","CDKN1B",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5818","Q08050","Q99626","FOXM1","CDX2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5819","Q08050","P49450","FOXM1","CENPA",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5820","Q08050","P07199","FOXM1","CENPB",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5821","Q08050","P49454","FOXM1","CENPF",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5822","Q08050","P61024","FOXM1","CKS1B",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5823","Q08050","P22680","FOXM1","CYP7A1",1,1,0,1,1,0,NA,"DoRothEA;HOCOMOCO_DoRothEA;ORegAnno;ORegAnno_DoRothEA;PAZAR","DoRothEA:15933209;ORegAnno:15933209;PAZAR:15933209",3,"A",1,3
"5824","Q08050","P03372","FOXM1","ESR1",1,0,0,0,0,0,NA,"DoRothEA;IntAct_DoRothEA;PAZAR;ReMap_DoRothEA;TFe_DoRothEA","PAZAR:16809346",1,"A",1,2
"5825","Q08050","Q9H4H8","FOXM1","FAM83D",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5826","Q08050","P01100","FOXM1","FOS",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5827","Q08050","Q12946","FOXM1","FOXF1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5828","Q08050","P05556","FOXM1","ITGB1",1,0,0,0,0,0,NA,"ReMap_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5829","Q08050","P24043","FOXM1","LAMA2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5830","Q08050","Q16363","FOXM1","LAMA4",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5831","Q08050","P02686","FOXM1","MBP",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:1690988;PAZAR:1696259;PAZAR:1698607",3,"B",3,2
"5832","Q08050","P08253","FOXM1","MMP2",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5833","P01106","Q08050","MYC","FOXM1",1,1,0,1,1,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA","HTRIdb:12695333",1,"A",1,2
"5834","Q08050","P01106","FOXM1","MYC",1,1,0,1,1,0,NA,"DoRothEA;FANTOM4_DoRothEA;IntAct_DoRothEA;PAZAR;TFe_DoRothEA;TRRUST_DoRothEA","PAZAR:16965535",1,"A",1,2
"5835","Q08050","Q9UBC0","FOXM1","ONECUT1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5836","Q08050","P16284","FOXM1","PECAM1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5837","Q08050","P53350","FOXM1","PLK1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5838","Q08050","Q8ND30","FOXM1","PPFIBP2",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"5839","Q08050","Q13309","FOXM1","SKP2",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;TFe_DoRothEA","",0,"A",0,0
"5840","Q08050","P15692","FOXM1","VEGFA",1,0,0,0,0,0,NA,"TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"5841","Q08050","P18887","FOXM1","XRCC1",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5842","Q12778","P08183","FOXO1","ABCB1",1,1,0,1,1,0,NA,"TFactS_DoRothEA;TFe_DoRothEA","",1,"A",0,0
"5843","Q12778","O00253","FOXO1","AGRP",1,1,0,1,1,0,NA,"TFactS_DoRothEA;TFe_DoRothEA","",1,"A",0,0
"5844","Q12778","P09923","FOXO1","ALPI",1,0,0,0,0,0,NA,"TFe_DoRothEA","",0,"A",0,0
"5845","Q12778","O15123","FOXO1","ANGPT2",1,0,0,0,0,0,NA,"TFe_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
